,HGNC,name
685,HGNC:52639,lnc-CALM2-2
686,HGNC:1290,C21orf62-AS1
687,HGNC:27799,EPHA1-AS1
688,HGNC:40216,lnc-CLCNKB-1
689,HGNC:50602,EPHA5-AS1
690,HGNC:27672,lnc-TBC1D22A-4
691,HGNC:49679,C5orf66-AS1
692,HGNC:48990,lnc-GRM1-1
693,HGNC:40849,EPN2-AS1
694,HGNC:40219,lnc-OSBPL9-1
695,HGNC:55270,lnc-SGTB-1
696,HGNC:1229,ERC2-IT1
697,HGNC:27858,LINC00476
698,HGNC:41431,ERI3-IT1
699,HGNC:49404,ERICD
700,HGNC:55686,LINC01124
701,HGNC:41093,ERICH3-AS1
702,HGNC:41205,ERICH6-AS1
703,HGNC:55646,LINC01714
704,HGNC:55558,lnc-NRGN-1
705,HGNC:39079,ESRG
706,HGNC:55486,lnc-C2CD5-3
707,HGNC:53932,lnc-FLI1-2
708,HGNC:56712,lnc-ERG-9
709,HGNC:40222,ETV5-AS1
710,HGNC:55283,lnc-MRPL19-1
711,HGNC:40223,EVX1-AS
712,HGNC:26596,EWSAT1
713,HGNC:55647,lnc-RIMS3-4
714,HGNC:25175,EXOC3-AS1
715,HGNC:27985,EXTL3-AS1
716,HGNC:56333,lnc-TP53RK-1
717,HGNC:40225,F10-AS1
718,HGNC:27725,F11-AS1
719,HGNC:40226,lnc-CCNJL-4
720,HGNC:40228,lnc-ELAVL4-4
721,HGNC:43713,FALEC
722,HGNC:55597,lnc-WNT8A-57
723,HGNC:23668,lnc-SPATA31A7-2
724,HGNC:32410,FAM27E5
725,HGNC:19955,FAM30A
726,HGNC:23955,FAM41AY1
727,HGNC:37135,FAM41AY2
728,HGNC:27635,FAM41C
729,HGNC:49499,FAM53B-AS1
730,HGNC:30444,lnc-ZNF705D-2
731,HGNC:28890,FAM66B
732,HGNC:21644,FAM66C
733,HGNC:24159,lnc-ZNF705D-2
734,HGNC:18735,FAM66E
735,HGNC:32029,FAM74A1
736,HGNC:34037,FAM74A7
737,HGNC:40639,lnc-UCK2-2
738,HGNC:48658,FAM83A-AS1
739,HGNC:56225,lnc-C8orf76-3
740,HGNC:16113,FAM83C-AS1
741,HGNC:32160,lnc-PRAG1-3
742,HGNC:27233,FAM87A
743,HGNC:32236,FAM87B
744,HGNC:31457,lnc-ANKRD20A4-18
745,HGNC:56159,lnc-FOXD4L5-35
746,HGNC:56161,lnc-CNTNAP3B-2
747,HGNC:56162,lnc-SPATA31A7-14
748,HGNC:32318,FAM95B1
749,HGNC:32368,FAM99A
750,HGNC:32369,FAM99B
751,HGNC:25682,lnc-TBC1D28-6
752,HGNC:53752,FAM111A-DT
753,HGNC:55208,lnc-CLCN1-1
754,HGNC:56141,lnc-EPHA1-1
755,HGNC:40955,lnc-COL9A1-1
756,HGNC:32334,FAM138A
757,HGNC:33582,FAM138B
758,HGNC:32333,FAM138C
759,HGNC:33583,FAM138D
760,HGNC:32335,FAM138E
761,HGNC:33581,FAM138F
762,HGNC:55578,lnc-ANKRD34B-2
763,HGNC:34081,FAM157C
764,HGNC:56252,lnc-PDGFA-6
765,HGNC:15548,FAM167A-AS1
766,HGNC:56226,lnc-NSA2-6
767,HGNC:45006,FAM170B-AS1
768,HGNC:55584,lnc-ST8SIA4-3
769,HGNC:20133,FAM181A-AS1
770,HGNC:16222,FAM182A
771,HGNC:55212,lnc-TMED9-2
772,HGNC:37467,FAM197Y5
773,HGNC:27239,FAM201A
774,HGNC:17505,FAM215A
775,HGNC:43639,FAM215B
776,HGNC:28223,FAM222A-AS1
777,HGNC:30612,FAM223A
778,HGNC:34048,FAM223B
779,HGNC:37736,FAM224A
780,HGNC:37737,FAM224B
781,HGNC:27855,FAM225A
782,HGNC:21865,FAM225B
783,HGNC:31964,FAM226B
784,HGNC:32943,FAM230B
785,HGNC:24482,lnc-MPHOSPH8-165
786,HGNC:53910,LINC02592
787,HGNC:52450,LINC01662
788,HGNC:52451,LINC01663
789,HGNC:52423,lnc-ZNF74-6
790,HGNC:53977,lnc-GGT2-26
791,HGNC:52446,LINC01658
792,HGNC:52448,LINC01660
793,HGNC:53414,FAM239A
794,HGNC:53415,FAM239B
795,HGNC:53416,FAM239C
796,HGNC:51597,FAM242A
797,HGNC:53873,FAM242C
798,HGNC:53874,FAM242D
799,HGNC:53875,FAM242E
800,HGNC:53876,lnc-CNTNAP3B-45
801,HGNC:45163,LINC00864
802,HGNC:54927,lnc-GGTLC3-3
803,HGNC:43915,FANK1-AS1
804,HGNC:41485,FAR1-IT1
805,HGNC:40229,FARP1-AS1
806,HGNC:56121,lnc-LYRM4-3
807,HGNC:55413,lnc-EID1-4
808,HGNC:27557,FBXL19-AS1
809,HGNC:51147,FBXO3-DT
810,HGNC:55450,lnc-DLGAP5-4
811,HGNC:41489,FBXO36-IT1
812,HGNC:55589,lnc-HTR4-1
813,HGNC:55232,lnc-ZNF366-6
814,HGNC:43894,FENDRR
815,HGNC:26652,FER1L6-AS1
816,HGNC:26534,FER1L6-AS2
817,HGNC:41001,FEZF1-AS1
818,HGNC:40410,FGD5-AS1
819,HGNC:49382,FGF10-AS1
820,HGNC:40234,FGF12-AS1
821,HGNC:40235,lnc-HRASLS-2
822,HGNC:40236,lnc-HRASLS-2
823,HGNC:44264,FGF13-AS1
824,HGNC:40237,FGF14-AS1
825,HGNC:44368,FGF14-AS2
826,HGNC:42774,FGF14-IT1
827,HGNC:55265,lnc-JUN-5
828,HGNC:41241,lnc-CASP9-3
829,HGNC:53123,FAM160A1-DT
830,HGNC:55657,lnc-ABL1-1
831,HGNC:53299,lnc-ANKRD33-2
832,HGNC:53755,FILNC1
833,HGNC:49627,FIRRE
834,HGNC:40990,lnc-PLEKHA8-3
835,HGNC:55797,lnc-ABCA1-2
836,HGNC:40239,FLNB-AS1
837,HGNC:53474,FLNC-AS1
838,HGNC:55912,lnc-GALC-8
839,HGNC:39077,FLVCR1-DT
840,HGNC:55854,lnc-ERG28-1
841,HGNC:55717,lnc-SPATA32-1
842,HGNC:55311,lnc-SPATA32-2
843,HGNC:39081,FMR1-AS1
844,HGNC:41333,FMR1-IT1
845,HGNC:55706,lnc-TAGAP-4
846,HGNC:41460,FNDC1-IT1
847,HGNC:49789,FOCAD-AS1
848,HGNC:55784,lnc-TRMT61B-5
849,HGNC:50665,FOXC2-AS1
850,HGNC:50650,FOXCUT
851,HGNC:44256,FOXD2-AS1
852,HGNC:40241,FOXD3-AS1
853,HGNC:50662,LINC01394
854,HGNC:50663,FOXG1-AS1
855,HGNC:44290,FOXN3-AS1
856,HGNC:30119,FOXN3-AS2
857,HGNC:41066,lnc-EDN2-1
858,HGNC:41942,FOXP1-AS1
859,HGNC:56284,lnc-GPR27-10
860,HGNC:41335,FOXP1-IT1
861,HGNC:50332,FOXP4-AS1
862,HGNC:39964,FREM2-AS1
863,HGNC:51590,FRG1-DT
864,HGNC:51844,FRGCA
865,HGNC:55790,lnc-IDNK-3
866,HGNC:56672,lnc-PRPF18-5
867,HGNC:20129,FRMD6-AS1
868,HGNC:43637,FRMD6-AS2
869,HGNC:41239,FRMPD3-AS1
870,HGNC:41222,FRMPD4-AS1
871,HGNC:39725,FRY-AS1
872,HGNC:40978,FSIP2-AS1
873,HGNC:54061,lnc-ZSWIM2-6
874,HGNC:37190,FTX
875,HGNC:56067,lnc-IL10RA-1
876,HGNC:54219,lnc-PRSS23-1
877,HGNC:48632,FZD10-DT
878,HGNC:53463,G2E3-AS1
879,HGNC:54822,lnc-OLR1-2
880,HGNC:44157,GABPB1-AS1
881,HGNC:25469,GABPB1-IT1
882,HGNC:40248,lnc-GABRB2-1
883,HGNC:40249,GABRG3-AS1
884,HGNC:48336,GACAT1
885,HGNC:50516,GACAT2
886,HGNC:50847,GACAT3
887,HGNC:55604,lnc-HMGB2-3
888,HGNC:56700,lnc-RPRM-3
889,HGNC:55435,lnc-DCAF5-1
890,HGNC:55492,lnc-IFFO1-1
891,HGNC:51308,GAPLINC
892,HGNC:55191,lnc-CFI-1
893,HGNC:48951,lnc-GGCT-1
894,HGNC:52261,GAS1RR
895,HGNC:16355,GAS5
896,HGNC:44119,GAS5-AS1
897,HGNC:39826,GAS6-AS1
898,HGNC:43694,GAS6-DT
899,HGNC:1197,GAS8-AS1
900,HGNC:53461,GASAL1
901,HGNC:53132,FAM198B-AS1
902,HGNC:51108,GATA2-AS1
903,HGNC:33786,GATA3-AS1
904,HGNC:48840,GATA6-AS1
905,HGNC:29907,lnc-PANO1-1
906,HGNC:53880,GAU1
907,HGNC:53740,lnc-ALDH1A3-1
908,HGNC:28126,GCC2-AS1
909,HGNC:54400,lnc-ITM2C-1
910,HGNC:43592,lnc-WDR70-7
911,HGNC:53773,GEMIN7-AS1
912,HGNC:49425,GHET1
913,HGNC:33885,GHRLOS
914,HGNC:52649,lnc-CTDSP2-2
915,HGNC:55702,lnc-ITGB8-2
916,HGNC:55560,lnc-NUTM1-5
917,HGNC:40255,GK-AS1
918,HGNC:41339,GK-IT1
919,HGNC:40852,lnc-ICA1-1
920,HGNC:48823,GLIDR
921,HGNC:56075,lnc-KRR1-1
922,HGNC:51381,GLIS2-AS1
923,HGNC:55796,lnc-SLC1A1-1
924,HGNC:56861,lnc-UNC93B1-1
925,HGNC:41043,GLYCTK-AS1
926,HGNC:48993,GMDS-DT
927,HGNC:50451,GNA14-AS1
928,HGNC:55293,lnc-AES-6
929,HGNC:24498,lnc-AMFR-2
930,HGNC:27543,lnc-CES5A-3
931,HGNC:24872,GNAS-AS1
932,HGNC:55772,lnc-CALML6-1
933,HGNC:43938,lnc-GADD45A-9
934,HGNC:26469,lnc-LRRFIP2-3
935,HGNC:45232,LINC00866
936,HGNC:55231,lnc-PDZD2-1
937,HGNC:54051,lnc-KIFAP3-2
938,HGNC:55346,lnc-RPRML-1
939,HGNC:55848,lnc-CNNM1-1
940,HGNC:55305,lnc-NLRP2-2
941,HGNC:55539,lnc-NKX6-3-4
942,HGNC:56102,lnc-ANKMY1-2
943,HGNC:39886,GPC5-AS1
944,HGNC:39887,GPC5-AS2
945,HGNC:41340,GPC5-IT1
946,HGNC:39909,GPC6-AS1
947,HGNC:39910,GPC6-AS2
948,HGNC:55577,lnc-WDR17-1
949,HGNC:40259,GPR50-AS1
950,HGNC:55827,lnc-SCRN3-1
951,HGNC:44163,GPR158-AS1
952,HGNC:54389,lnc-EIF2AK4-1
953,HGNC:53957,lnc-FNBP1-5
954,HGNC:53599,GPRC5D-AS1
955,HGNC:55275,lnc-ZNF792-7
956,HGNC:30963,RNF144A-AS1
957,HGNC:55323,lnc-ROCK1-2
958,HGNC:55411,lnc-FMN1-1
959,HGNC:41119,lnc-STPG1-1
960,HGNC:16458,GRIK1-AS1
961,HGNC:55679,lnc-LRP5L-2
962,HGNC:49478,GRK5-IT1
963,HGNC:40264,lnc-KIAA1324L-1
964,HGNC:40265,GRM5-AS1
965,HGNC:40267,GRM7-AS1
966,HGNC:40266,GRM7-AS2
967,HGNC:42444,GRM7-AS3
968,HGNC:40268,lnc-ARF5-3
969,HGNC:48999,GRPEL2-AS1
970,HGNC:39917,GRTP1-AS1
971,HGNC:56879,lnc-MEF2C-1
972,HGNC:48645,GSEC
973,HGNC:55635,lnc-NR1I2-1
974,HGNC:23372,GSN-AS1
975,HGNC:41117,lnc-TBCK-3
976,HGNC:56195,lnc-TSHR-9
977,HGNC:55572,lnc-GTF2IRD2-1
978,HGNC:55699,lnc-SNX17-1
979,HGNC:18406,lnc-RTTN-8
980,HGNC:27163,GTSE1-DT
981,HGNC:56054,lnc-H2AFJ-2
982,HGNC:40270,GYG2-AS1
983,HGNC:27953,H1FX-AS1
984,HGNC:40271,lnc-DAPP1-2
985,HGNC:52775,LINC01952
986,HGNC:56682,lnc-HIST1H4D-1
987,HGNC:55210,lnc-SDE2-1
988,HGNC:4713,H19
989,HGNC:56694,lnc-SPCS3-2
990,HGNC:43755,HAGLR
991,HGNC:50646,HAGLROS
992,HGNC:48872,HAND2-AS1
993,HGNC:41342,HAO2-IT1
994,HGNC:33117,HAR1A
995,HGNC:33118,HAR1B
996,HGNC:34340,HAS2-AS1
997,HGNC:55291,lnc-ATP4A-2
998,HGNC:48612,HCCAT5
999,HGNC:55698,lnc-MID1-1
1000,HGNC:40273,HCFC1-AS1
1001,HGNC:21243,HCG9
1002,HGNC:17707,HCG11
1003,HGNC:18323,HCG14
1004,HGNC:18361,HCG15
1005,HGNC:31339,lnc-TRIM26-2
1006,HGNC:31337,lnc-TRIM26-2
1007,HGNC:31334,HCG20
1008,HGNC:31335,HCG21
1009,HGNC:27780,lnc-MUC22-1
1010,HGNC:23500,HCG24
1011,HGNC:27366,HCG27
1012,HGNC:21659,HCP5
1013,HGNC:30984,lnc-ZFP57-15
1014,HGNC:43590,HDAC2-AS2
1015,HGNC:54064,lnc-TWIST2-14
1016,HGNC:40664,lnc-TWIST1-2
1017,HGNC:40868,HDAC11-AS1
1018,HGNC:1842,HDHD5-AS1
1019,HGNC:55406,lnc-ZNF423-3
1020,HGNC:55552,lnc-NUBPL-1
1021,HGNC:52929,lnc-CA4-3
1022,HGNC:41465,HECW1-IT1
1023,HGNC:54062,lnc-CCDC150-1
1024,HGNC:55319,lnc-PITPNC1-1
1025,HGNC:56244,lnc-LRRC3-5
1026,HGNC:55258,lnc-SEPT7-3
1027,HGNC:25810,HEXA-AS1
1028,HGNC:43650,HEXDC-IT1
1029,HGNC:55857,lnc-PLCD3-4
1030,HGNC:55652,lnc-HDDC2-5
1031,HGNC:42439,HHATL-AS1
1032,HGNC:44182,HHIP-AS1
1033,HGNC:51181,HID1-AS1
1034,HGNC:43014,HIF1A-AS1
1035,HGNC:54284,HIF1A-AS2
1036,HGNC:50576,HIPK1-AS1
1037,HGNC:49467,LINC01146
1038,HGNC:55724,lnc-AIG1-8
1039,HGNC:55204,lnc-M1AP-6
1040,HGNC:39762,HLA-DQB1-AS1
1041,HGNC:26645,HLA-F-AS1
1042,HGNC:41343,HLCS-IT1
1043,HGNC:56713,lnc-U2SURP-3
1044,HGNC:42509,HLX-AS1
1045,HGNC:41940,HM13-AS1
1046,HGNC:41424,HM13-IT1
1047,HGNC:43632,HMBOX1-IT1
1048,HGNC:53973,lnc-LLPH-2
1049,HGNC:49149,HMMR-AS1
1050,HGNC:26785,HNF1A-AS1
1051,HGNC:49505,HNF4A-AS1
1052,HGNC:55205,lnc-ENOPH1-3
1053,HGNC:53775,HOMER3-AS1
1054,HGNC:50729,HORMAD2-AS1
1055,HGNC:33510,HOTAIR
1056,HGNC:37117,HOTAIRM1
1057,HGNC:37461,HOTTIP
1058,HGNC:43745,HOXA-AS2
1059,HGNC:43748,HOXA-AS3
1060,HGNC:40281,HOXA10-AS
1061,HGNC:24957,HOXA11-AS
1062,HGNC:40284,HOXB-AS2
1063,HGNC:40283,HOXB-AS3
1064,HGNC:40285,HOXB-AS4
1065,HGNC:43749,HOXC-AS1
1066,HGNC:43750,HOXC-AS2
1067,HGNC:43751,HOXC-AS3
1068,HGNC:43753,HOXC13-AS
1069,HGNC:43756,HOXD-AS2
1070,HGNC:47041,HPN-AS1
1071,HGNC:16071,HPYR1
1072,HGNC:55915,lnc-TBCCD1-4
1073,HGNC:41474,HS1BP3-IT1
1074,HGNC:40870,HS6ST2-AS1
1075,HGNC:54053,lnc-LAMB3-1
1076,HGNC:55314,lnc-PSMC3IP-3
1077,HGNC:56281,lnc-MPHOSPH6-1
1078,HGNC:31438,lnc-PTBP3-8
1079,HGNC:55433,lnc-ZBTB25-3
1080,HGNC:55645,lnc-GAPVD1-1
1081,HGNC:55721,lnc-PNLIPRP1-1
1082,HGNC:40289,HTR2A-AS1
1083,HGNC:41032,HTR3E-AS1
1084,HGNC:48956,HTR5A-AS1
1085,HGNC:37118,HTT-AS
1086,HGNC:34232,lnc-BMP6-106
1087,HGNC:40631,HUNK-AS1
1088,HGNC:41173,HYI-AS1
1089,HGNC:5326,HYMAI
1090,HGNC:56877,lnc-EFR3A-1
1091,HGNC:53719,lnc-ITGB1-6
1092,HGNC:32062,IBA57-DT
1093,HGNC:55606,lnc-NXPH1-2
1094,HGNC:55990,lnc-ZGLP1-2
1095,HGNC:28620,LINC00337
1096,HGNC:51103,ID2-AS1
1097,HGNC:40292,IDH1-AS1
1098,HGNC:53154,IDH2-DT
1099,HGNC:55798,lnc-NOP56-1
1100,HGNC:53629,IER3-AS1
1101,HGNC:55825,lnc-PTPA-1
1102,HGNC:43910,IFNG-AS1
1103,HGNC:49806,IFT74-AS1
1104,HGNC:40295,IGBP1-AS1
1105,HGNC:40294,IGBP1-AS2
1106,HGNC:32674,IGF2BP2-AS1
1107,HGNC:40296,IGFBP7-AS1
1108,HGNC:52559,IGFL2-AS1
1109,HGNC:40777,IGSF11-AS1
1110,HGNC:41190,IGSF21-AS1
1111,HGNC:55254,lnc-PLAT-3
1112,HGNC:32061,lnc-EIF2D-3
1113,HGNC:53898,IL1R1-AS1
1114,HGNC:40301,lnc-TOMM7-1
1115,HGNC:53716,IL6R-AS1
1116,HGNC:55804,lnc-IL31RA-1
1117,HGNC:44303,IL10RB-DT
1118,HGNC:49094,IL12A-AS1
1119,HGNC:40298,IL20RB-AS1
1120,HGNC:27551,IL21R-AS1
1121,HGNC:27115,ILF3-DT
1122,HGNC:55216,lnc-SNRPC-2
1123,HGNC:55279,lnc-SYDE1-1
1124,HGNC:6060,INE1
1125,HGNC:55723,lnc-RWDD4-2
1126,HGNC:40303,INHBA-AS1
1127,HGNC:49446,INKA2-AS1
1128,HGNC:53138,INO80-AS1
1129,HGNC:55803,lnc-EEF1B2-2
1130,HGNC:40304,lnc-C1orf122-1
1131,HGNC:55155,lnc-CNPY1-10
1132,HGNC:51422,INSYN1-AS1
1133,HGNC:42691,INTS6-AS1
1134,HGNC:41180,INTS6L-AS1
1135,HGNC:53139,INTS9-AS1
1136,HGNC:40892,IPO9-AS1
1137,HGNC:44104,IQCH-AS1
1138,HGNC:41303,IQCJ-SCHIP1-AS1
1139,HGNC:56002,lnc-SLC6A12-2
1140,HGNC:56741,lnc-SLC6A12-4
1141,HGNC:50365,IRAIN
1142,HGNC:54871,lnc-PRIMPOL-7
1143,HGNC:55650,lnc-COL4A5-1
1144,HGNC:40305,lnc-NDUFS6-2
1145,HGNC:55414,lnc-EMB-4
1146,HGNC:44313,ISM1-AS1
1147,HGNC:40659,ITCH-AS1
1148,HGNC:41397,ITCH-IT1
1149,HGNC:53128,ITFG2-AS1
1150,HGNC:40306,lnc-MOCS2-1
1151,HGNC:40308,lnc-DLX2-4
1152,HGNC:49668,ITGA9-AS1
1153,HGNC:56737,lnc-ZNF768-1
1154,HGNC:53718,ITGB1-DT
1155,HGNC:44304,ITGB2-AS1
1156,HGNC:40309,ITGB5-AS1
1157,HGNC:55257,lnc-MACC1-3
1158,HGNC:20132,ITPK1-AS1
1159,HGNC:40312,ITPKB-AS1
1160,HGNC:41349,ITPKB-IT1
1161,HGNC:44470,ITPR1-DT
1162,HGNC:56072,lnc-ITPR2-2
1163,HGNC:55386,lnc-NEUROD1-2
1164,HGNC:54100,lnc-GSTO2-1
1165,HGNC:48601,JADRR
1166,HGNC:55678,lnc-STK32C-1
1167,HGNC:40314,JARID2-AS1
1168,HGNC:55240,lnc-DTNBP1-10
1169,HGNC:41218,JAZF1-AS1
1170,HGNC:55424,lnc-ERG28-2
1171,HGNC:37191,JPX
1172,HGNC:43670,JRKL-AS1
1173,HGNC:56047,lnc-CREB3L4-4
1174,HGNC:49450,LINC01135
1175,HGNC:43740,KANSL1-AS1
1176,HGNC:53610,KAZN-AS1
1177,HGNC:56824,lnc-WBP4-2
1178,HGNC:55530,lnc-CSMD1-7
1179,HGNC:49147,KBTBD11-OT1
1180,HGNC:40316,KCNAB1-AS1
1181,HGNC:40315,KCNAB1-AS2
1182,HGNC:39958,LINC02586
1183,HGNC:40317,KCND3-AS1
1184,HGNC:41350,KCND3-IT1
1185,HGNC:41351,KCNH1-IT1
1186,HGNC:40858,lnc-GCA-2
1187,HGNC:40710,lnc-KCNMB1-2
1188,HGNC:40320,lnc-C5orf58-1
1189,HGNC:29895,KCNIP4-IT1
1190,HGNC:43720,KCNJ2-AS1
1191,HGNC:41352,KCNJ6-AS1
1192,HGNC:49901,lnc-ADA-3
1193,HGNC:51213,KCNMA1-AS1
1194,HGNC:51214,KCNMA1-AS2
1195,HGNC:51215,KCNMA1-AS3
1196,HGNC:51409,KCNMB2-AS1
1197,HGNC:42790,KCNQ1-AS1
1198,HGNC:13335,KCNQ1DN
1199,HGNC:6295,KCNQ1OT1
1200,HGNC:40321,lnc-PPDPF-2
1201,HGNC:40323,KCNQ5-AS1
1202,HGNC:41354,KCNQ5-IT1
1203,HGNC:55585,lnc-ASPHD1-1
1204,HGNC:48674,KCTD21-AS1
1205,HGNC:40528,KDM4A-AS1
1206,HGNC:41384,KDM5C-IT1
1207,HGNC:48959,KDM7A-DT
1208,HGNC:55299,lnc-SERPINB5-1
1209,HGNC:55468,lnc-KHDC3L-2
1210,HGNC:22191,KIAA0087
1211,HGNC:50644,KIAA1614-AS1
1212,HGNC:41238,lnc-TMEM211-2
1213,HGNC:41164,lnc-SUMO1-2
1214,HGNC:40324,lnc-SLC52A1-1
1215,HGNC:40325,lnc-MMADHC-2
1216,HGNC:55300,lnc-CCDC103-6
1217,HGNC:27075,lnc-ANP32A-3
1218,HGNC:20953,KIF25-AS1
1219,HGNC:55439,lnc-RD3L-1
1220,HGNC:41098,KIF26B-AS1
1221,HGNC:56729,lnc-GCLC-1
1222,HGNC:41412,KIRREL1-IT1
1223,HGNC:42655,KIRREL3-AS1
1224,HGNC:42656,KIRREL3-AS2
1225,HGNC:26855,KIRREL3-AS3
1226,HGNC:51231,KIZ-AS1
1227,HGNC:56065,lnc-XRCC3-1
1228,HGNC:40934,lnc-YIF1A-4
1229,HGNC:55515,lnc-YIF1A-3
1230,HGNC:55228,lnc-MRPL2-1
1231,HGNC:55304,lnc-EPS15L1-3
1232,HGNC:25796,KLF3-AS1
1233,HGNC:41355,KLF7-IT1
1234,HGNC:53791,lnc-SYCE3-1
1235,HGNC:40850,KLHL6-AS1
1236,HGNC:43431,KLHL7-DT
1237,HGNC:40845,lnc-SRPK2-1
1238,HGNC:55336,lnc-OSBPL7-3
1239,HGNC:42942,KRBOX1-AS1
1240,HGNC:52643,KRT7-AS
1241,HGNC:27877,KRTAP5-AS1
1242,HGNC:19842,KTN1-AS1
1243,HGNC:56662,lnc-CRLF1-4
1244,HGNC:55247,lnc-AVPR2-3
1245,HGNC:40847,lnc-CHADL-1
1246,HGNC:51320,L3MBTL4-AS1
1247,HGNC:27841,LACTB2-AS1
1248,HGNC:40333,lnc-RFPL4B-1
1249,HGNC:52645,LAMC1-AS1
1250,HGNC:40754,LAMP5-AS1
1251,HGNC:40823,LAMTOR5-AS1
1252,HGNC:50727,LANCL1-AS1
1253,HGNC:54382,lnc-RHOB-2
1254,HGNC:40336,LARGE-AS1
1255,HGNC:41357,LARGE-IT1
1256,HGNC:55162,lnc-TIMP3-8
1257,HGNC:55786,lnc-GTPBP4-3
1258,HGNC:40796,LARS2-AS1
1259,HGNC:54143,lnc-ASB13-3
1260,HGNC:39912,LATS2-AS1
1261,HGNC:48678,LBX1-AS1
1262,HGNC:44308,lnc-SCP2D1-1
1263,HGNC:56346,lnc-GOLGA8J-3
1264,HGNC:51177,LCMT1-AS1
1265,HGNC:51178,LCMT1-AS2
1266,HGNC:48592,LDLRAD4-AS1
1267,HGNC:40339,LEF1-AS1
1268,HGNC:55264,lnc-DBX1-6
1269,HGNC:44132,LEMD1-AS1
1270,HGNC:27631,lnc-CDK18-1
1271,HGNC:40705,LENG8-AS1
1272,HGNC:51182,lnc-FOXD4L5-25
1273,HGNC:49597,LINC01197
1274,HGNC:40340,LGALS8-AS1
1275,HGNC:53951,LGALSL-DT
1276,HGNC:40629,lnc-BBOX1-1
1277,HGNC:40341,LHFPL3-AS1
1278,HGNC:53778,LHX1-DT
1279,HGNC:56163,lnc-DENND1A-3
1280,HGNC:49570,LHX5-AS1
1281,HGNC:41213,lnc-SLC44A5-1
1282,HGNC:53473,LIF-AS1
1283,HGNC:43600,LIFR-AS1
1284,HGNC:53114,LILRB1-AS1
1285,HGNC:56004,lnc-IGLON5-1
1286,HGNC:56357,lnc-ZGLP1-3
1287,HGNC:44107,LIMD1-AS1
1288,HGNC:40342,LIMS1-AS1
1289,HGNC:21553,LIN28B-AS1
1290,HGNC:26885,LINC-PINT
1291,HGNC:43773,LINC-ROR
1292,HGNC:16224,LINC00028
1293,HGNC:16184,LINC00029
1294,HGNC:32028,LINC00051
1295,HGNC:26455,LINC00052
1296,HGNC:31408,LINC00092
1297,HGNC:30470,LINC00102
1298,HGNC:31843,LINC00106
1299,HGNC:1262,LINC00111
1300,HGNC:1263,LINC00112
1301,HGNC:1264,LINC00113
1302,HGNC:1265,LINC00114
1303,HGNC:26211,LINC00115
1304,HGNC:1283,LINC00158
1305,HGNC:1285,LINC00159
1306,HGNC:1294,LINC00160
1307,HGNC:17138,LINC00161
1308,HGNC:33165,LINC00163
1309,HGNC:33166,LINC00165
1310,HGNC:33791,lnc-MAP1LC3B2-28
1311,HGNC:27788,LINC00174
1312,HGNC:37192,LINC00184
1313,HGNC:18461,LINC00189
1314,HGNC:30974,LINC00200
1315,HGNC:16420,LINC00205
1316,HGNC:37255,LINC00207
1317,HGNC:15535,LINC00208
1318,HGNC:37458,LINC00210
1319,HGNC:20191,lnc-ARID4A-3
1320,HGNC:20169,LINC00221
1321,HGNC:21560,LINC00222
1322,HGNC:20168,LINC00226
1323,HGNC:13240,LINC00229
1324,HGNC:14138,LINC00235
1325,HGNC:38166,LINC00237
1326,HGNC:20119,LINC00239
1327,HGNC:18772,LINC00240
1328,HGNC:21249,LINC00242
1329,HGNC:30956,lnc-IER3-15
1330,HGNC:14160,LINC00254
1331,HGNC:16189,LINC00261
1332,HGNC:28019,LINC00265
1333,HGNC:26586,LINC00269
1334,HGNC:26898,LINC00272
1335,HGNC:38595,LINC00273
1336,HGNC:38663,LINC00276
1337,HGNC:38712,LINC00278
1338,HGNC:38803,LINC00280
1339,HGNC:38515,LINC00290
1340,HGNC:39078,LINC00293
1341,HGNC:39210,LINC00297
1342,HGNC:49257,LINC00298
1343,HGNC:27940,LINC00299
1344,HGNC:26865,LINC00303
1345,HGNC:26713,LINC00304
1346,HGNC:28597,LINC00305
1347,HGNC:16727,LINC00307
1348,HGNC:16023,LINC00308
1349,HGNC:25279,LINC00309
1350,HGNC:16414,LINC00310
1351,HGNC:28312,LINC00311
1352,HGNC:16416,LINC00313
1353,HGNC:16622,LINC00314
1354,HGNC:16621,LINC00315
1355,HGNC:19723,LINC00316
1356,HGNC:23126,LINC00317
1357,HGNC:19730,LINC00319
1358,HGNC:19690,LINC00320
1359,HGNC:33698,LINC00322
1360,HGNC:19720,lnc-TMPRSS2-83
1361,HGNC:26628,LINC00324
1362,HGNC:41926,LINC00326
1363,HGNC:42009,LINC00327
1364,HGNC:42047,LINC00330
1365,HGNC:42048,LINC00331
1366,HGNC:42049,LINC00332
1367,HGNC:42050,LINC00333
1368,HGNC:16425,LINC00334
1369,HGNC:33813,LINC00336
1370,HGNC:42470,LINC00342
1371,HGNC:42500,LINC00343
1372,HGNC:42503,LINC00345
1373,HGNC:27890,lnc-UCHL3-5
1374,HGNC:42658,LINC00348
1375,HGNC:42667,LINC00349
1376,HGNC:42669,LINC00351
1377,HGNC:42670,LINC00352
1378,HGNC:42671,LINC00353
1379,HGNC:42672,LINC00354
1380,HGNC:27061,LINC00355
1381,HGNC:42678,LINC00358
1382,HGNC:42682,LINC00362
1383,HGNC:42684,LINC00363
1384,HGNC:42686,LINC00364
1385,HGNC:42687,LINC00365
