,HGNC,name
1386,HGNC:42688,LINC00366
1387,HGNC:42690,LINC00368
1388,HGNC:42692,LINC00370
1389,HGNC:42695,lnc-SLITRK5-5
1390,HGNC:42698,LINC00374
1391,HGNC:42699,LINC00375
1392,HGNC:42701,LINC00376
1393,HGNC:42703,LINC00377
1394,HGNC:42704,LINC00378
1395,HGNC:42705,LINC00379
1396,HGNC:42706,LINC00380
1397,HGNC:42708,lnc-UCHL3-5
1398,HGNC:42709,lnc-NDFIP2-7
1399,HGNC:42710,LINC00383
1400,HGNC:42711,LINC00384
1401,HGNC:42713,LINC00385
1402,HGNC:42715,LINC00387
1403,HGNC:42716,LINC00388
1404,HGNC:42718,LINC00390
1405,HGNC:42719,LINC00391
1406,HGNC:42720,LINC00392
1407,HGNC:42721,LINC00393
1408,HGNC:42723,LINC00395
1409,HGNC:42724,LINC00396
1410,HGNC:42725,LINC00397
1411,HGNC:42727,LINC00398
1412,HGNC:42728,LINC00399
1413,HGNC:42729,LINC00400
1414,HGNC:42732,LINC00402
1415,HGNC:42734,LINC00404
1416,HGNC:42739,LINC00407
1417,HGNC:42740,LINC00408
1418,HGNC:42742,LINC00410
1419,HGNC:42744,LINC00411
1420,HGNC:42745,lnc-USP12-9
1421,HGNC:42748,LINC00415
1422,HGNC:42755,LINC00421
1423,HGNC:42758,LINC00423
1424,HGNC:42815,LINC00424
1425,HGNC:42761,LINC00426
1426,HGNC:42762,LINC00427
1427,HGNC:42763,LINC00428
1428,HGNC:42765,LINC00430
1429,HGNC:42768,lnc-SLITRK5-35
1430,HGNC:42769,LINC00434
1431,HGNC:42772,LINC00437
1432,HGNC:42777,LINC00440
1433,HGNC:42779,LINC00442
1434,HGNC:42780,lnc-DAOA-14
1435,HGNC:42782,LINC00445
1436,HGNC:42783,LINC00446
1437,HGNC:42785,LINC00448
1438,HGNC:42786,lnc-GPR183-47
1439,HGNC:42800,lnc-TMEM255B-5
1440,HGNC:42802,LINC00454
1441,HGNC:42804,LINC00456
1442,HGNC:42805,LINC00457
1443,HGNC:42807,LINC00458
1444,HGNC:42808,LINC00459
1445,HGNC:42809,LINC00460
1446,HGNC:42811,LINC00462
1447,HGNC:42813,LINC00463
1448,HGNC:27294,LINC00466
1449,HGNC:28227,LINC00467
1450,HGNC:26863,LINC00469
1451,HGNC:1225,LINC00470
1452,HGNC:28668,LINC00471
1453,HGNC:21380,LINC00472
1454,HGNC:23367,LINC00474
1455,HGNC:26557,LINC00477
1456,HGNC:19727,LINC00479
1457,HGNC:26816,LINC00482
1458,HGNC:27862,LINC00484
1459,HGNC:27476,LINC00485
1460,HGNC:42946,LINC00486
1461,HGNC:42947,LINC00487
1462,HGNC:32675,LINC00488
1463,HGNC:43426,LINC00489
1464,HGNC:43428,LINC00491
1465,HGNC:43429,LINC00492
1466,HGNC:27657,LINC00494
1467,HGNC:43435,LINC00498
1468,HGNC:43436,LINC00499
1469,HGNC:43439,LINC00501
1470,HGNC:43442,LINC00502
1471,HGNC:43555,LINC00504
1472,HGNC:43557,lnc-CHMP2B-1
1473,HGNC:43558,LINC00507
1474,HGNC:43564,lnc-SLC39A11-1
1475,HGNC:43566,LINC00513
1476,HGNC:19831,LINC00517
1477,HGNC:28626,LINC00518
1478,HGNC:19838,LINC00519
1479,HGNC:19843,LINC00520
1480,HGNC:20117,LINC00523
1481,HGNC:20118,LINC00524
1482,HGNC:40290,LINC00525
1483,HGNC:28278,LINC00526
1484,HGNC:26875,LINC00528
1485,HGNC:15544,LINC00529
1486,HGNC:18690,LINC00533
1487,HGNC:43643,LINC00534
1488,HGNC:43645,LINC00536
1489,HGNC:43655,LINC00538
1490,HGNC:43672,LINC00539
1491,HGNC:43673,lnc-FGF9-3
1492,HGNC:43678,LINC00543
1493,HGNC:43679,LINC00544
1494,HGNC:43680,LINC00545
1495,HGNC:43688,LINC00550
1496,HGNC:43697,LINC00554
1497,HGNC:43699,LINC00555
1498,HGNC:43700,LINC00556
1499,HGNC:43701,LINC00557
1500,HGNC:43702,LINC00558
1501,HGNC:43703,LINC00559
1502,HGNC:43704,lnc-SLITRK5-35
1503,HGNC:43705,LINC00561
1504,HGNC:43706,LINC00562
1505,HGNC:43707,LINC00563
1506,HGNC:43708,LINC00564
1507,HGNC:43710,LINC00566
1508,HGNC:43711,LINC00567
1509,HGNC:43717,LINC00570
1510,HGNC:43721,LINC00571
1511,HGNC:43722,LINC00572
1512,HGNC:21598,LINC00574
1513,HGNC:21342,LINC00575
1514,HGNC:43807,LINC00578
1515,HGNC:43842,LINC00582
1516,HGNC:31437,LINC00583
1517,HGNC:31372,LINC00587
1518,HGNC:24494,LINC00588
1519,HGNC:32299,LINC00589
1520,HGNC:27474,LINC00592
1521,HGNC:23167,LINC00596
1522,HGNC:42770,lnc-FOXO1-2
1523,HGNC:43916,LINC00601
1524,HGNC:43918,LINC00603
1525,HGNC:43924,LINC00604
1526,HGNC:43928,LINC00605
1527,HGNC:43931,LINC00606
1528,HGNC:43944,LINC00607
1529,HGNC:27179,LINC00608
1530,HGNC:43960,LINC00609
1531,HGNC:28621,LINC00612
1532,HGNC:44060,LINC00613
1533,HGNC:26343,LINC00615
1534,HGNC:44065,LINC00616
1535,HGNC:44223,LINC00620
1536,HGNC:44227,LINC00621
1537,HGNC:44251,LINC00622
1538,HGNC:44252,LINC00623
1539,HGNC:44254,LINC00624
1540,HGNC:44257,LINC00626
1541,HGNC:27008,LINC00628
1542,HGNC:44262,LINC00629
1543,HGNC:44263,LINC00630
1544,HGNC:27865,LINC00632
1545,HGNC:27184,LINC00635
1546,HGNC:27702,LINC00636
1547,HGNC:27502,LINC00639
1548,HGNC:44291,LINC00640
1549,HGNC:27511,LINC00641
1550,HGNC:44293,LINC00642
1551,HGNC:44297,LINC00644
1552,HGNC:44299,LINC00645
1553,HGNC:44302,LINC00648
1554,HGNC:44305,LINC00649
1555,HGNC:25003,LINC00652
1556,HGNC:27154,lnc-GPCPD1-8
1557,HGNC:27304,LINC00656
1558,HGNC:44315,LINC00658
1559,HGNC:44316,LINC00659
1560,HGNC:27002,LINC00661
1561,HGNC:28609,LINC00663
1562,HGNC:44319,LINC00664
1563,HGNC:44323,LINC00665
1564,HGNC:27906,LINC00667
1565,HGNC:44328,LINC00668
1566,HGNC:44338,LINC00670
1567,HGNC:44339,LINC00671
1568,HGNC:44394,LINC00676
1569,HGNC:20121,LINC00677
1570,HGNC:44413,LINC00678
1571,HGNC:44423,LINC00681
1572,HGNC:44466,LINC00682
1573,HGNC:44467,LINC00683
1574,HGNC:27560,LINC00685
1575,HGNC:16221,LINC00686
1576,HGNC:16194,LINC00687
1577,HGNC:27217,LINC00689
1578,HGNC:44503,LINC00690
1579,HGNC:44514,LINC00691
1580,HGNC:27708,LINC00692
1581,HGNC:27720,LINC00698
1582,HGNC:27422,LINC00700
1583,HGNC:44674,LINC00701
1584,HGNC:44676,LINC00702
1585,HGNC:44677,LINC00703
1586,HGNC:27874,LINC00705
1587,HGNC:44690,lnc-PRKCQ-2
1588,HGNC:44691,LINC00707
1589,HGNC:44694,LINC00708
1590,HGNC:44700,LINC00709
1591,HGNC:27386,LINC00710
1592,HGNC:50281,LINC00824
1593,HGNC:27436,LINC00837
1594,HGNC:44963,LINC00838
1595,HGNC:28269,LINC00839
1596,HGNC:44987,lnc-ZNF485-68
1597,HGNC:27430,lnc-ZNF485-68
1598,HGNC:45031,LINC00844
1599,HGNC:45033,LINC00845
1600,HGNC:45050,LINC00847
1601,HGNC:45092,LINC00850
1602,HGNC:43424,LINC00851
1603,HGNC:29904,LINC00852
1604,HGNC:43716,LINC00853
1605,HGNC:45114,LINC00857
1606,HGNC:27276,LINC00858
1607,HGNC:45133,LINC00861
1608,HGNC:21901,LINC00862
1609,HGNC:45162,LINC00863
1610,HGNC:45170,LINC00865
1611,HGNC:45265,LINC00867
1612,HGNC:27562,LINC00868
1613,HGNC:27319,LINC00870
1614,HGNC:47038,LINC00871
1615,HGNC:27706,LINC00877
1616,HGNC:48566,LINC00879
1617,HGNC:27948,LINC00880
1618,HGNC:48567,LINC00881
1619,HGNC:48568,LINC00882
1620,HGNC:48571,LINC00885
1621,HGNC:48572,LINC00886
1622,HGNC:48574,LINC00887
1623,HGNC:48577,LINC00891
1624,HGNC:48578,LINC00892
1625,HGNC:48580,LINC00895
1626,HGNC:26519,LINC00896
1627,HGNC:48581,LINC00898
1628,HGNC:48583,LINC00899
1629,HGNC:27444,LINC00900
1630,HGNC:40352,LINC00901
1631,HGNC:40351,LINC00903
1632,HGNC:44325,lnc-ZNF792-1
1633,HGNC:26334,LINC00905
1634,HGNC:27121,LINC00906
1635,HGNC:44327,LINC00907
1636,HGNC:44361,LINC00910
1637,HGNC:48596,LINC00911
1638,HGNC:48607,LINC00917
1639,HGNC:48610,LINC00919
1640,HGNC:48611,LINC00920
1641,HGNC:27545,LINC00922
1642,HGNC:28088,LINC00923
1643,HGNC:27081,LINC00924
1644,HGNC:27514,LINC00926
1645,HGNC:27522,LINC00927
1646,HGNC:27535,LINC00928
1647,HGNC:48615,LINC00929
1648,HGNC:48620,LINC00930
1649,HGNC:27059,LINC00934
1650,HGNC:48629,LINC00937
1651,HGNC:48630,LINC00938
1652,HGNC:48631,LINC00939
1653,HGNC:48634,LINC00940
1654,HGNC:48635,LINC00941
1655,HGNC:48636,LINC00942
1656,HGNC:48639,LINC00943
1657,HGNC:48640,LINC00944
1658,HGNC:48643,LINC00945
1659,HGNC:48662,lnc-LRFN2-1
1660,HGNC:48668,LINC00954
1661,HGNC:26644,LINC00955
1662,HGNC:22332,LINC00957
1663,HGNC:48671,LINC00958
1664,HGNC:48710,LINC00960
1665,HGNC:48716,LINC00963
1666,HGNC:27226,LINC00964
1667,HGNC:48725,LINC00967
1668,HGNC:48727,LINC00968
1669,HGNC:48730,LINC00970
1670,HGNC:48737,LINC00971
1671,HGNC:48826,LINC00972
1672,HGNC:48868,LINC00973
1673,HGNC:27105,LINC00974
1674,HGNC:48911,LINC00987
1675,HGNC:48918,LINC00989
1676,HGNC:48943,LINC00992
1677,HGNC:48949,LINC00994
1678,HGNC:27800,LINC00996
1679,HGNC:48952,LINC00997
1680,HGNC:38540,LINC01001
1681,HGNC:38538,LINC01002
1682,HGNC:48957,LINC01003
1683,HGNC:48961,lnc-SRPK2-1
1684,HGNC:48963,LINC01005
1685,HGNC:48973,LINC01007
1686,HGNC:48978,LINC01010
1687,HGNC:33812,LINC01011
1688,HGNC:48986,lnc-HIST1H2AI-3
1689,HGNC:48987,LINC01013
1690,HGNC:41353,LINC01014
1691,HGNC:48988,LINC01015
1692,HGNC:48991,LINC01016
1693,HGNC:50641,LINC01017
1694,HGNC:27394,LINC01018
1695,HGNC:27742,LINC01019
1696,HGNC:27968,LINC01020
1697,HGNC:48998,LINC01022
1698,HGNC:49004,LINC01023
1699,HGNC:49014,LINC01028
1700,HGNC:49015,LINC01029
1701,HGNC:49016,LINC01030
1702,HGNC:49017,LINC01031
1703,HGNC:49019,LINC01033
1704,HGNC:49021,LINC01034
1705,HGNC:49022,LINC01035
1706,HGNC:49024,LINC01036
1707,HGNC:49026,LINC01038
1708,HGNC:49027,LINC01039
1709,HGNC:49028,LINC01040
1710,HGNC:49031,LINC01043
1711,HGNC:49032,LINC01044
1712,HGNC:49040,LINC01046
1713,HGNC:49041,LINC01047
1714,HGNC:49042,LINC01048
1715,HGNC:49043,LINC01049
1716,HGNC:49044,LINC01050
1717,HGNC:49046,LINC01052
1718,HGNC:49047,LINC01053
1719,HGNC:49048,LINC01054
1720,HGNC:49049,LINC01055
1721,HGNC:49050,LINC01056
1722,HGNC:49061,LINC01058
1723,HGNC:49081,LINC01060
1724,HGNC:49092,LINC01063
1725,HGNC:49103,LINC01065
1726,HGNC:49104,LINC01066
1727,HGNC:49105,LINC01067
1728,HGNC:49106,LINC01068
1729,HGNC:49109,LINC01069
1730,HGNC:49110,LINC01070
1731,HGNC:49112,LINC01072
1732,HGNC:49117,LINC01074
1733,HGNC:49118,LINC01075
1734,HGNC:49119,LINC01076
1735,HGNC:49120,LINC01077
1736,HGNC:49121,LINC01078
1737,HGNC:49122,LINC01079
1738,HGNC:49123,lnc-NDFIP2-7
1739,HGNC:49124,LINC01081
1740,HGNC:49125,LINC01082
1741,HGNC:49144,LINC01087
1742,HGNC:49148,LINC01088
1743,HGNC:27886,LINC01089
1744,HGNC:49201,LINC01090
1745,HGNC:27721,lnc-SPRY1-11
1746,HGNC:49218,LINC01093
1747,HGNC:49219,LINC01094
1748,HGNC:49220,LINC01095
1749,HGNC:27739,LINC01096
1750,HGNC:27731,LINC01098
1751,HGNC:49222,LINC01099
1752,HGNC:49224,LINC01100
1753,HGNC:27165,LINC01102
1754,HGNC:49225,LINC01103
1755,HGNC:49226,LINC01104
1756,HGNC:26769,LINC01106
1757,HGNC:49229,LINC01107
1758,HGNC:49234,LINC01108
1759,HGNC:49235,lnc-ZFHX4-2
1760,HGNC:49237,lnc-ZFHX4-2
1761,HGNC:49245,LINC01114
1762,HGNC:49258,LINC01115
1763,HGNC:49259,LINC01116
1764,HGNC:49260,LINC01117
1765,HGNC:49261,lnc-SOCS5-4
1766,HGNC:49262,lnc-SOCS5-4
1767,HGNC:49265,LINC01120
1768,HGNC:49266,LINC01121
1769,HGNC:49267,LINC01122
1770,HGNC:49269,LINC01123
1771,HGNC:49270,LINC01124
1772,HGNC:49275,LINC01126
1773,HGNC:49292,LINC01127
1774,HGNC:49377,LINC01128
1775,HGNC:49444,LINC01132
1776,HGNC:49447,LINC01133
1777,HGNC:49449,LINC01134
1778,HGNC:49454,LINC01138
1779,HGNC:27924,LINC01139
1780,HGNC:27922,LINC01140
1781,HGNC:49455,LINC01141
1782,HGNC:49456,LINC01142
1783,HGNC:49458,LINC01143
1784,HGNC:49460,LINC01144
1785,HGNC:49468,lnc-GALC-2
1786,HGNC:27507,LINC01148
1787,HGNC:39757,LINC01149
1788,HGNC:49469,LINC01150
1789,HGNC:49471,LINC01151
1790,HGNC:16752,LINC01152
1791,HGNC:49495,LINC01153
1792,HGNC:49504,LINC01154
1793,HGNC:49514,LINC01159
1794,HGNC:49525,LINC01160
1795,HGNC:49528,LINC01162
1796,HGNC:49530,lnc-PTPRE-1
1797,HGNC:49534,LINC01165
1798,HGNC:49535,LINC01166
1799,HGNC:49536,LINC01167
1800,HGNC:49537,LINC01168
1801,HGNC:49541,LINC01169
1802,HGNC:49542,LINC01170
1803,HGNC:49545,LINC01173
1804,HGNC:49548,LINC01176
1805,HGNC:49549,LINC01177
1806,HGNC:49556,LINC01179
1807,HGNC:49558,LINC01180
1808,HGNC:25533,LINC01181
1809,HGNC:49564,LINC01182
1810,HGNC:49573,LINC01186
1811,HGNC:49575,LINC01187
1812,HGNC:49592,LINC01189
1813,HGNC:49595,LINC01191
1814,HGNC:37197,LINC01192
1815,HGNC:28003,LINC01193
1816,HGNC:37171,LINC01194
1817,HGNC:49550,LINC01195
1818,HGNC:49598,LINC01198
1819,HGNC:49632,LINC01201
1820,HGNC:49633,LINC01202
1821,HGNC:49634,LINC01203
1822,HGNC:49635,LINC01204
1823,HGNC:49636,LINC01205
1824,HGNC:49637,LINC01206
1825,HGNC:49639,LINC01208
1826,HGNC:49640,LINC01209
1827,HGNC:49642,LINC01210
1828,HGNC:49648,LINC01213
1829,HGNC:49650,LINC01214
1830,HGNC:49651,LINC01215
1831,HGNC:41418,LINC01216
1832,HGNC:41419,LINC01217
1833,HGNC:41420,LINC01218
1834,HGNC:49653,LINC01219
1835,HGNC:49664,LINC01220
1836,HGNC:49671,LINC01221
1837,HGNC:49672,lnc-ATP6V1G3-4
1838,HGNC:49676,LINC01224
1839,HGNC:49680,LINC01227
1840,HGNC:49681,LINC01228
1841,HGNC:49682,LINC01229
1842,HGNC:49686,LINC01230
1843,HGNC:49688,LINC01231
1844,HGNC:49755,lnc-GPR183-47
1845,HGNC:49756,LINC01233
1846,HGNC:49757,LINC01234
1847,HGNC:49769,LINC01235
1848,HGNC:49793,LINC01237
1849,HGNC:49795,LINC01238
1850,HGNC:49796,LINC01239
1851,HGNC:49804,LINC01241
1852,HGNC:49810,LINC01242
1853,HGNC:49814,LINC01243
1854,HGNC:49841,LINC01247
1855,HGNC:49842,LINC01248
1856,HGNC:49843,LINC01249
1857,HGNC:49844,LINC01250
1858,HGNC:27888,LINC01252
1859,HGNC:49870,LINC01254
1860,HGNC:49871,LINC01255
1861,HGNC:49895,LINC01256
1862,HGNC:26972,LINC01257
1863,HGNC:49898,LINC01258
1864,HGNC:49899,LINC01259
1865,HGNC:49900,lnc-ADA-3
1866,HGNC:50275,LINC01262
1867,HGNC:50282,LINC01264
1868,HGNC:50309,LINC01266
1869,HGNC:50320,LINC01267
1870,HGNC:50325,LINC01269
1871,HGNC:27658,LINC01270
1872,HGNC:50327,LINC01271
1873,HGNC:50329,LINC01273
1874,HGNC:50331,lnc-TMEM189-1
1875,HGNC:50333,LINC01276
1876,HGNC:50334,LINC01277
1877,HGNC:28090,LINC01278
1878,HGNC:50336,LINC01280
1879,HGNC:50337,LINC01281
1880,HGNC:50338,LINC01282
1881,HGNC:50339,lnc-BCOR-2
1882,HGNC:50342,LINC01284
1883,HGNC:50344,LINC01285
1884,HGNC:50351,LINC01287
1885,HGNC:50353,LINC01288
1886,HGNC:50354,LINC01289
1887,HGNC:50356,LINC01290
1888,HGNC:50358,lnc-POLE4-8
1889,HGNC:50443,LINC01297
1890,HGNC:32292,LINC01298
1891,HGNC:27839,LINC01299
1892,HGNC:50460,LINC01300
1893,HGNC:50464,LINC01301
1894,HGNC:50470,LINC01303
1895,HGNC:50472,LINC01304
1896,HGNC:27690,LINC01305
1897,HGNC:50494,LINC01307
1898,HGNC:50497,LINC01309
1899,HGNC:50501,LINC01310
1900,HGNC:50503,LINC01311
1901,HGNC:28525,LINC01312
1902,HGNC:50513,LINC01315
1903,HGNC:50524,LINC01318
1904,HGNC:50526,LINC01320
1905,HGNC:50528,LINC01322
1906,HGNC:50529,LINC01323
1907,HGNC:50530,LINC01324
1908,HGNC:50532,LINC01326
1909,HGNC:50533,LINC01327
1910,HGNC:50538,LINC01331
1911,HGNC:50540,LINC01332
1912,HGNC:50539,LINC01333
1913,HGNC:50542,LINC01335
1914,HGNC:50546,LINC01337
1915,HGNC:50549,LINC01339
1916,HGNC:50550,lnc-LNPEP-8
1917,HGNC:49457,LINC01341
1918,HGNC:50551,LINC01342
1919,HGNC:50553,LINC01343
1920,HGNC:50554,LINC01344
1921,HGNC:50564,LINC01345
1922,HGNC:50563,LINC01346
1923,HGNC:50567,LINC01348
1924,HGNC:50568,LINC01349
1925,HGNC:50575,LINC01350
1926,HGNC:50578,LINC01352
1927,HGNC:50580,LINC01353
1928,HGNC:50581,LINC01354
1929,HGNC:50584,LINC01355
1930,HGNC:50587,LINC01356
1931,HGNC:50588,lnc-FAM19A3-2
1932,HGNC:50589,LINC01358
1933,HGNC:50591,LINC01359
1934,HGNC:50593,LINC01360
1935,HGNC:50595,LINC01361
1936,HGNC:50596,LINC01362
1937,HGNC:50598,LINC01363
1938,HGNC:50599,LINC01364
1939,HGNC:50603,LINC01365
1940,HGNC:27416,LINC01366
1941,HGNC:50608,LINC01370
1942,HGNC:50631,LINC01374
1943,HGNC:50632,LINC01375
1944,HGNC:50637,LINC01376
1945,HGNC:50642,lnc-IRX1-5
1946,HGNC:50645,LINC01378
1947,HGNC:50653,LINC01381
1948,HGNC:50657,LINC01385
1949,HGNC:50659,LINC01386
1950,HGNC:44660,LINC01387
1951,HGNC:50660,LINC01388
1952,HGNC:50661,LINC01389
1953,HGNC:50666,LINC01391
1954,HGNC:50668,LINC01392
1955,HGNC:50669,LINC01393
1956,HGNC:50670,LINC01394
1957,HGNC:50674,lnc-NFRKB-2
1958,HGNC:50675,LINC01396
1959,HGNC:50677,LINC01397
1960,HGNC:50678,LINC01398
1961,HGNC:50681,LINC01400
1962,HGNC:50689,lnc-MYL2-1
1963,HGNC:50688,LINC01405
1964,HGNC:50701,lnc-SAMD11-7
1965,HGNC:50702,LINC01410
1966,HGNC:50703,LINC01411
1967,HGNC:50704,LINC01412
1968,HGNC:50705,LINC01413
1969,HGNC:50707,lnc-CYP7B1-6
1970,HGNC:50709,LINC01415
1971,HGNC:51645,LINC01416
1972,HGNC:50711,lnc-MEX3B-4
1973,HGNC:50712,LINC01419
1974,HGNC:50728,LINC01422
1975,HGNC:50732,LINC01423
1976,HGNC:40558,LINC01424
1977,HGNC:50733,LINC01425
1978,HGNC:50734,LINC01426
1979,HGNC:50737,LINC01427
1980,HGNC:50738,LINC01428
1981,HGNC:50741,LINC01429
1982,HGNC:50744,LINC01431
1983,HGNC:50745,LINC01432
1984,HGNC:50746,LINC01433
1985,HGNC:50753,LINC01435
1986,HGNC:50754,LINC01436
1987,HGNC:50757,LINC01438
1988,HGNC:50762,LINC01440
1989,HGNC:50763,LINC01441
1990,HGNC:50764,LINC01442
1991,HGNC:50768,LINC01443
1992,HGNC:50769,LINC01444
1993,HGNC:50771,LINC01445
1994,HGNC:50773,LINC01446
1995,HGNC:50783,LINC01447
1996,HGNC:50790,LINC01448
1997,HGNC:50791,LINC01449
1998,HGNC:50792,LINC01450
1999,HGNC:48599,lnc-AGPAT2-2
2000,HGNC:50545,LINC01455
2001,HGNC:50846,LINC01456
2002,HGNC:50858,LINC01460
2003,HGNC:26364,LINC01465
2004,HGNC:50911,LINC01467
2005,HGNC:51105,LINC01470
2006,HGNC:51106,LINC01471
2007,HGNC:51107,lnc-MCM2-2
2008,HGNC:51109,LINC01473
2009,HGNC:51111,LINC01474
2010,HGNC:51113,LINC01475
2011,HGNC:51117,LINC01476
2012,HGNC:51119,LINC01477
2013,HGNC:51121,LINC01478
2014,HGNC:51123,LINC01479
2015,HGNC:51124,LINC01480
2016,HGNC:51128,LINC01482
2017,HGNC:51130,LINC01483
2018,HGNC:51136,lnc-BOD1-1
2019,HGNC:51138,lnc-BOD1-1
2020,HGNC:51137,LINC01486
2021,HGNC:51139,LINC01487
2022,HGNC:51145,LINC01489
2023,HGNC:51146,LINC01490
2024,HGNC:51148,LINC01491
2025,HGNC:51149,LINC01492
2026,HGNC:51150,LINC01493
2027,HGNC:51152,LINC01494
2028,HGNC:51161,LINC01495
2029,HGNC:51162,LINC01496
2030,HGNC:51163,LINC01497
2031,HGNC:51164,LINC01498
2032,HGNC:51165,LINC01499
2033,HGNC:51166,LINC01500
2034,HGNC:27988,LINC01501
2035,HGNC:51183,LINC01502
2036,HGNC:51184,LINC01503
2037,HGNC:51185,LINC01504
2038,HGNC:51186,LINC01505
2039,HGNC:51187,LINC01506
2040,HGNC:51189,LINC01507
2041,HGNC:51190,LINC01508
2042,HGNC:51193,LINC01509
2043,HGNC:51200,LINC01511
2044,HGNC:51207,LINC01514
2045,HGNC:51210,LINC01515
2046,HGNC:51211,LINC01516
2047,HGNC:51212,LINC01517
2048,HGNC:51216,LINC01518
2049,HGNC:51217,LINC01519
2050,HGNC:51218,LINC01520
2051,HGNC:26029,LINC01521
2052,HGNC:51224,LINC01522
2053,HGNC:51225,LINC01523
2054,HGNC:51228,LINC01524
2055,HGNC:51264,LINC01525
2056,HGNC:51265,LINC01526
2057,HGNC:51266,LINC01527
2058,HGNC:51270,LINC01531
2059,HGNC:51272,LINC01532
2060,HGNC:51274,LINC01533
2061,HGNC:51282,LINC01535
2062,HGNC:51301,LINC01537
2063,HGNC:51306,LINC01538
2064,HGNC:51307,LINC01539
2065,HGNC:51309,LINC01541
2066,HGNC:51310,LINC01543
2067,HGNC:51312,LINC01544
2068,HGNC:17986,LINC01545
2069,HGNC:27336,LINC01546
2070,HGNC:15707,LINC01547
2071,HGNC:1296,LINC01548
2072,HGNC:1277,LINC01549
2073,HGNC:20111,LINC01550
2074,HGNC:19828,LINC01551
2075,HGNC:23524,LINC01553
2076,HGNC:24687,LINC01554
2077,HGNC:26647,LINC01555
2078,HGNC:21195,LINC01556
2079,HGNC:21235,LINC01558
2080,HGNC:26598,LINC01559
2081,HGNC:27333,LINC01560
2082,HGNC:31365,LINC01561
2083,HGNC:51335,LINC01562
2084,HGNC:51343,LINC01563
2085,HGNC:51361,LINC01564
2086,HGNC:17099,LINC01565
2087,HGNC:27555,LINC01566
2088,HGNC:51367,LINC01567
2089,HGNC:51380,LINC01569
2090,HGNC:51382,LINC01570
2091,HGNC:51384,LINC01571
2092,HGNC:51385,LINC01572
2093,HGNC:51388,LINC01574
2094,HGNC:27519,LINC01579
2095,HGNC:51414,LINC01580
2096,HGNC:51415,LINC01581
2097,HGNC:51416,LINC01582
2098,HGNC:51425,LINC01583
2099,HGNC:51426,LINC01584
2100,HGNC:51432,LINC01585
2101,HGNC:51434,LINC01586
2102,HGNC:13716,LINC01587
2103,HGNC:27503,LINC01588
2104,HGNC:51520,LINC01589
2105,HGNC:27819,LINC01591
2106,HGNC:51557,LINC01592
2107,HGNC:51583,LINC01593
2108,HGNC:51584,LINC01594
2109,HGNC:51586,LINC01595
2110,HGNC:51591,LINC01596
2111,HGNC:51594,LINC01597
2112,HGNC:21600,LINC01600
2113,HGNC:51634,LINC01602
2114,HGNC:51652,LINC01603
2115,HGNC:51654,LINC01605
2116,HGNC:51656,LINC01606
2117,HGNC:51660,LINC01607
2118,HGNC:51662,LINC01608
2119,HGNC:51663,LINC01609
2120,HGNC:51676,lnc-FAM135A-1
2121,HGNC:51791,LINC01611
2122,HGNC:51837,LINC01612
2123,HGNC:51842,LINC01613
2124,HGNC:51847,LINC01614
2125,HGNC:51898,LINC01615
2126,HGNC:51900,LINC01616
2127,HGNC:27195,LINC01618
2128,HGNC:27409,LINC01619
2129,HGNC:16195,lnc-SERINC3-29
2130,HGNC:14109,LINC01621
2131,HGNC:52050,LINC01623
2132,HGNC:52051,LINC01624
2133,HGNC:52052,LINC01625
2134,HGNC:52257,LINC01626
2135,HGNC:52258,LINC01627
2136,HGNC:52259,LINC01628
2137,HGNC:52260,LINC01629
2138,HGNC:52295,LINC01630
2139,HGNC:52419,LINC01632
2140,HGNC:52420,LINC01633
2141,HGNC:52421,LINC01634
2142,HGNC:52422,LINC01635
2143,HGNC:52424,LINC01637
2144,HGNC:52425,LINC01638
2145,HGNC:52426,LINC01639
2146,HGNC:52427,LINC01640
2147,HGNC:52428,LINC01641
2148,HGNC:52430,LINC01643
2149,HGNC:52431,LINC01644
2150,HGNC:52432,LINC01645
2151,HGNC:52433,LINC01646
2152,HGNC:52434,LINC01647
2153,HGNC:52435,LINC01648
2154,HGNC:52436,LINC01649
2155,HGNC:52437,LINC01650
2156,HGNC:52439,LINC01651
2157,HGNC:52441,LINC01653
2158,HGNC:52442,LINC01654
2159,HGNC:52443,LINC01655
2160,HGNC:52444,LINC01656
2161,HGNC:52445,LINC01657
2162,HGNC:52447,LINC01659
2163,HGNC:52449,LINC01661
2164,HGNC:52452,LINC01664
2165,HGNC:52453,LINC01665
2166,HGNC:52454,LINC01666
2167,HGNC:52455,LINC01667
2168,HGNC:52456,LINC01668
2169,HGNC:52458,LINC01670
2170,HGNC:52459,LINC01671
2171,HGNC:52460,LINC01672
2172,HGNC:52461,LINC01673
2173,HGNC:52462,LINC01674
2174,HGNC:52463,LINC01675
2175,HGNC:52464,LINC01676
2176,HGNC:52465,LINC01677
2177,HGNC:52466,LINC01678
2178,HGNC:52469,LINC01679
2179,HGNC:52467,LINC01680
2180,HGNC:52468,LINC01681
2181,HGNC:52470,LINC01682
2182,HGNC:52471,LINC01683
2183,HGNC:52472,LINC01684
2184,HGNC:52473,LINC01685
2185,HGNC:27643,LINC01686
2186,HGNC:52474,LINC01687
2187,HGNC:52475,LINC01688
2188,HGNC:52476,LINC01689
2189,HGNC:52477,LINC01690
2190,HGNC:52479,LINC01691
