,HSAL,name
13681,HSALNT0021334,lnc-DTL-2:4
13682,HSALNT0298070,lnc-DTL-2:3
13683,HSALNT0021366,lnc-DTL-1:1
13684,HSALNT0021395,lnc-TMEM206-5:2
13685,HSALNT0021396,lnc-TMEM206-5:8
13686,HSALNT0298104,lnc-TMEM206-5:4
13687,HSALNT0021403,lnc-NENF-2:1
13688,HSALNT0021405,lnc-TMEM206-3:1
13689,HSALNT0021408,lnc-NENF-1:1
13690,HSALNT0298122,lnc-TMEM206-2:1
13691,HSALNT0298134,LINC01740:4
13692,HSALNT0298136,lnc-BATF3-6:2
13693,HSALNT0298144,lnc-BATF3-2:12
13694,HSALNT0298160,FLVCR1-DT:29
13695,HSALNT0298161,FLVCR1-DT:27
13696,HSALNT0298162,FLVCR1-DT:28
13697,HSALNT0021542,lnc-FLVCR1-4:1
13698,HSALNT0021609,lnc-PROX1-1:1
13699,HSALNT0298173,lnc-RPS6KC1-1:1
13700,HSALNT0021656,PROX1-AS1:7
13701,HSALNT0021675,PROX1-AS1:32
13702,HSALNT0021676,PROX1-AS1:46
13703,HSALNT0021677,PROX1-AS1:45
13704,HSALNT0021678,PROX1-AS1:51
13705,HSALNT0021679,PROX1-AS1:13
13706,HSALNT0021680,PROX1-AS1:2
13707,HSALNT0021681,PROX1-AS1:47
13708,HSALNT0021682,PROX1-AS1:28
13709,HSALNT0021687,PROX1-AS1:57
13710,HSALNT0021688,PROX1-AS1:56
13711,HSALNT0021689,PROX1-AS1:55
13712,HSALNT0021690,PROX1-AS1:43
13713,HSALNT0021691,PROX1-AS1:42
13714,HSALNT0021692,PROX1-AS1:40
13715,HSALNT0021693,PROX1-AS1:39
13716,HSALNT0021694,PROX1-AS1:26
13717,HSALNT0021695,PROX1-AS1:25
13718,HSALNT0021696,PROX1-AS1:23
13719,HSALNT0021697,PROX1-AS1:20
13720,HSALNT0021698,PROX1-AS1:22
13721,HSALNT0021699,PROX1-AS1:17
13722,HSALNT0021700,PROX1-AS1:15
13723,HSALNT0021701,PROX1-AS1:8
13724,HSALNT0021702,PROX1-AS1:5
13725,HSALNT0021703,PROX1-AS1:6
13726,HSALNT0021704,PROX1-AS1:4
13727,HSALNT0021705,PROX1-AS1:54
13728,HSALNT0021706,PROX1-AS1:3
13729,HSALNT0021707,PROX1-AS1:1
13730,HSALNT0021708,PROX1-AS1:16
13731,HSALNT0021709,PROX1-AS1:53
13732,HSALNT0021710,PROX1-AS1:44
13733,HSALNT0021711,PROX1-AS1:21
13734,HSALNT0021712,PROX1-AS1:37
13735,HSALNT0021713,PROX1-AS1:38
13736,HSALNT0021718,PROX1-AS1:50
13737,HSALNT0021719,PROX1-AS1:27
13738,HSALNT0021721,PROX1-AS1:31
13739,HSALNT0021722,PROX1-AS1:41
13740,HSALNT0021725,PROX1-AS1:29
13741,HSALNT0021732,PROX1-AS1:24
13742,HSALNT0021735,PROX1-AS1:30
13743,HSALNT0021739,PROX1-AS1:19
13744,HSALNT0298182,PROX1-AS1:12
13745,HSALNT0298183,PROX1-AS1:14
13746,HSALNT0298184,PROX1-AS1:33
13747,HSALNT0021727,LINC00538:3
13748,HSALNT0021743,lnc-PTPN14-7:3
13749,HSALNT0021745,lnc-PTPN14-11:1
13750,HSALNT0021768,lnc-PTPN14-1:1
13751,HSALNT0021815,lnc-USH2A-5:1
13752,HSALNT0021864,lnc-KCTD3-3:1
13753,HSALNT0021913,SPATA17-AS1:2
13754,HSALNT0021918,LINC00210:1
13755,HSALNT0021933,lnc-SPATA17-3:1
13756,HSALNT0021935,LINC01653:3
13757,HSALNT0298270,TGFB2-AS1:2
13758,HSALNT0021978,TGFB2-OT1:2
13759,HSALNT0021981,lnc-TGFB2-1:1
13760,HSALNT0021983,lnc-TGFB2-1:2
13761,HSALNT0022019,LINC01710:3
13762,HSALNT0298295,LYPLAL1-DT:5
13763,HSALNT0022072,lnc-LYPLAL1-7:2
13764,HSALNT0298312,lnc-ZC3H11B-3:1
13765,HSALNT0022120,lnc-ZC3H11B-1:8
13766,HSALNT0298316,lnc-ZC3H11B-1:15
13767,HSALNT0298325,lnc-ZC3H11B-1:7
13768,HSALNT0022223,lnc-RAB3GAP2-2:1
13769,HSALNT0022229,lnc-MARK1-3:1
13770,HSALNT0298355,lnc-RAB3GAP2-3:1
13771,HSALNT0022291,lnc-MARC1-3:2
13772,HSALNT0022298,LINC01352:1
13773,HSALNT0022293,lnc-RAB3GAP2-9:1
13774,HSALNT0298364,HLX-AS1:1
13775,HSALNT0298384,lnc-DUSP10-5:2
13776,HSALNT0298385,lnc-DUSP10-5:1
13777,HSALNT0022426,lnc-HLX-1:1
13778,HSALNT0022469,LINC02257:5
13779,HSALNT0022474,LINC02257:4
13780,HSALNT0298445,LINC01655:5
13781,HSALNT0298450,LINC01705:3
13782,HSALNT0022475,LINC02474:4
13783,HSALNT0022477,LINC02474:5
13784,HSALNT0022502,lnc-HHIPL2-2:1
13785,HSALNT0022525,lnc-HHIPL2-1:2
13786,HSALNT0022530,lnc-HHIPL2-7:5
13787,HSALNT0022532,lnc-HHIPL2-7:6
13788,HSALNT0022533,lnc-HHIPL2-7:1
13789,HSALNT0022534,lnc-HHIPL2-7:4
13790,HSALNT0022535,lnc-HHIPL2-7:3
13791,HSALNT0022536,lnc-HHIPL2-7:2
13792,HSALNT0022543,TAF1A-AS1:1
13793,HSALNT0022547,TAF1A-AS1:3
13794,HSALNT0298490,TAF1A-AS1:5
13795,HSALNT0298492,lnc-AIDA-1:1
13796,HSALNT0022588,lnc-DISP1-1:1
13797,HSALNT0022592,lnc-DISP1-1:2
13798,HSALNT0022595,lnc-DISP1-1:4
13799,HSALNT0022597,lnc-DISP1-1:17
13800,HSALNT0022601,lnc-DISP1-1:6
13801,HSALNT0022605,lnc-DISP1-1:8
13802,HSALNT0022608,lnc-DISP1-1:9
13803,HSALNT0022610,lnc-DISP1-1:10
13804,HSALNT0022613,lnc-DISP1-1:11
13805,HSALNT0022617,lnc-DISP1-1:12
13806,HSALNT0298507,lnc-DISP1-1:3
13807,HSALNT0022668,lnc-DISP1-2:1
13808,HSALNT0022675,lnc-DISP1-8:7
13809,HSALNT0022782,lnc-FBXO28-1:15
13810,HSALNT0298589,lnc-NVL-1:1
13811,HSALNT0298590,lnc-NVL-1:2
13812,HSALNT0298606,lnc-WDR26-1:19
13813,HSALNT0298620,lnc-WDR26-2:1
13814,HSALNT0298635,lnc-CNIH3-1:2
13815,HSALNT0298648,lnc-LBR-1:1
13816,HSALNT0298649,lnc-LBR-1:2
13817,HSALNT0022939,lnc-DNAH14-2:1
13818,HSALNT0298668,lnc-SRP9-1:1
13819,HSALNT0298677,lnc-ENAH-1:1
13820,HSALNT0298680,lnc-TMEM63A-1:1
13821,HSALNT0023015,lnc-LEFTY2-1:1
13822,HSALNT0298689,lnc-SDE2-1:14
13823,HSALNT0298708,LINC01703:19
13824,HSALNT0298710,LINC01703:17
13825,HSALNT0023129,ITPKB-AS1:1
13826,HSALNT0023122,ITPKB-IT1:3
13827,HSALNT0298751,ITPKB-IT1:2
13828,HSALNT0023177,lnc-COQ8A-1:1
13829,HSALNT0023185,lnc-COQ8A-2:1
13830,HSALNT0023199,LINC01641:7
13831,HSALNT0298780,LINC01641:5
13832,HSALNT0298789,SNAP47-AS1:2
13833,HSALNT0298802,lnc-C1orf35-3:1
13834,HSALNT0298803,lnc-C1orf35-3:2
13835,HSALNT0298807,IBA57-DT:5
13836,HSALNT0298808,IBA57-DT:7
13837,HSALNT0298812,OBSCN-AS1:4
13838,HSALNT0298813,OBSCN-AS1:3
13839,HSALNT0298814,OBSCN-AS1:6
13840,HSALNT0298822,lnc-TRIM11-5:1
13841,HSALNT0023354,lnc-TRIM11-1:1
13842,HSALNT0023456,lnc-CCSAP-5:2
13843,HSALNT0298850,lnc-CCSAP-3:6
13844,HSALNT0298856,lnc-CCSAP-2:1
13845,HSALNT0298857,lnc-CCSAP-1:12
13846,HSALNT0298866,lnc-CCSAP-1:11
13847,HSALNT0023512,lnc-RAB4A-1:2
13848,HSALNT0023537,lnc-ACTA1-1:2
13849,HSALNT0298878,lnc-URB2-1:1
13850,HSALNT0298887,LINC01682:12
13851,HSALNT0298922,LINC01736:18
13852,HSALNT0298941,lnc-PGBD5-1:1
13853,HSALNT0298942,lnc-GALNT2-4:1
13854,HSALNT0023682,LINC01737:3
13855,HSALNT0023693,lnc-AGT-6:5
13856,HSALNT0023698,lnc-AGT-6:6
13857,HSALNT0298956,lnc-AGT-6:7
13858,HSALNT0298958,lnc-C1orf198-1:1
13859,HSALNT0298959,lnc-CAPN9-1:1
13860,HSALNT0298995,lnc-EGLN1-1:2
13861,HSALNT0298996,lnc-EGLN1-1:4
13862,HSALNT0298997,lnc-EGLN1-1:6
13863,HSALNT0298998,lnc-EGLN1-1:3
13864,HSALNT0299007,lnc-EGLN1-1:7
13865,HSALNT0023817,LINC00582:1
13866,HSALNT0023831,DISC1-IT1:1
13867,HSALNT0023849,lnc-DISC1-1:1
13868,HSALNT0023851,lnc-SIPA1L2-2:1
13869,HSALNT0023918,LINC01745:8
13870,HSALNT0023929,LINC01744:8
13871,HSALNT0299093,lnc-TARBP1-4:1
13872,HSALNT0024099,lnc-COA6-2:1
13873,HSALNT0024100,lnc-TARBP1-3:1
13874,HSALNT0024108,lnc-COA6-1:1
13875,HSALNT0024116,lnc-COA6-9:1
13876,HSALNT0299107,lnc-TARBP1-1:1
13877,HSALNT0299109,LINC01354:2
13878,HSALNT0299110,LINC01354:1
13879,HSALNT0024164,lnc-COA6-3:1
13880,HSALNT0024200,lnc-COA6-12:1
13881,HSALNT0024202,lnc-COA6-6:1
13882,HSALNT0024212,lnc-COA6-6:4
13883,HSALNT0024213,lnc-COA6-6:5
13884,HSALNT0024239,lnc-COA6-6:6
13885,HSALNT0299133,LINC00184:2
13886,HSALNT0299143,lnc-IRF2BP2-1:1
13887,HSALNT0299160,lnc-COA6-7:3
13888,HSALNT0024266,LINC01132:1
13889,HSALNT0024269,LINC01132:3
13890,HSALNT0024270,LINC01132:4
13891,HSALNT0024337,lnc-TOMM20-2:4
13892,HSALNT0024343,lnc-TOMM20-2:13
13893,HSALNT0024352,lnc-TOMM20-1:1
13894,HSALNT0299182,lnc-TOMM20-2:6
13895,HSALNT0299183,lnc-TOMM20-2:9
13896,HSALNT0299212,lnc-TOMM20-2:8
13897,HSALNT0024335,lnc-GGPS1-2:1
13898,HSALNT0299234,LINC01348:2
13899,HSALNT0024380,lnc-TOMM20-3:1
13900,HSALNT0299239,lnc-ARID4B-1:2
13901,HSALNT0024452,LYST-AS1:1
13902,HSALNT0024479,lnc-NID1-2:1
13903,HSALNT0024524,LGALS8-AS1:3
13904,HSALNT0299281,LGALS8-AS1:2
13905,HSALNT0299282,LGALS8-AS1:3
13906,HSALNT0299287,lnc-HEATR1-4:3
13907,HSALNT0024528,lnc-HEATR1-1:1
13908,HSALNT0299337,lnc-RYR2-3:1
13909,HSALNT0299328,LINC01139:1
13910,HSALNT0299346,lnc-GREM2-8:2
13911,HSALNT0024727,CHRM3-AS2:12
13912,HSALNT0024728,CHRM3-AS2:10
13913,HSALNT0024730,CHRM3-AS2:4
13914,HSALNT0024735,CHRM3-AS2:3
13915,HSALNT0024737,CHRM3-AS2:5
13916,HSALNT0299361,CHRM3-AS2:9
13917,HSALNT0299362,CHRM3-AS2:8
13918,HSALNT0299363,CHRM3-AS2:2
13919,HSALNT0299364,CHRM3-AS2:1
13920,HSALNT0299366,CHRM3-AS1:1
13921,HSALNT0024756,lnc-GREM2-4:1
13922,HSALNT0024766,lnc-GREM2-3:2
13923,HSALNT0024767,lnc-GREM2-3:1
13924,HSALNT0299373,lnc-GREM2-2:1
13925,HSALNT0024779,lnc-FMN2-1:2
13926,HSALNT0024782,lnc-RGS7-2:1
13927,HSALNT0024806,lnc-RGS7-1:6
13928,HSALNT0024816,lnc-FMN2-2:1
13929,HSALNT0299387,lnc-FMN2-2:4
13930,HSALNT0024872,lnc-KMO-1:1
13931,HSALNT0299427,lnc-KMO-1:2
13932,HSALNT0024957,lnc-BECN2-10:1
13933,HSALNT0024975,lnc-BECN2-2:1
13934,HSALNT0025015,lnc-CEP170-3:1
13935,HSALNT0025079,lnc-CEP170-4:1
13936,HSALNT0025085,AKT3-IT1:1
13937,HSALNT0299500,lnc-ZBTB18-2:6
13938,HSALNT0025115,lnc-AKT3-3:1
13939,HSALNT0025122,lnc-ZBTB18-1:1
13940,HSALNT0299541,lnc-ADSS-1:1
13941,HSALNT0025189,lnc-DESI2-3:1
13942,HSALNT0299557,lnc-COX20-2:2
13943,HSALNT0299570,KIF26B-AS1:3
13944,HSALNT0025285,lnc-SMYD3-2:1
13945,HSALNT0025283,lnc-SMYD3-3:1
13946,HSALNT0299582,lnc-KIF26B-1:2
13947,HSALNT0299596,lnc-KIF26B-2:1
13948,HSALNT0025328,SMYD3-IT1:1
13949,HSALNT0025332,LINC01743:4
13950,HSALNT0025338,lnc-SCCPDH-2:1
13951,HSALNT0025350,lnc-CNST-1:1
13952,HSALNT0025355,lnc-CNST-1:3
13953,HSALNT0025361,LINC01341:2
13954,HSALNT0025374,LINC01341:10
13955,HSALNT0299616,LINC01341:24
13956,HSALNT0299617,LINC01341:9
13957,HSALNT0299623,LINC01341:7
13958,HSALNT0299624,LINC01341:20
13959,HSALNT0025445,lnc-ZNF124-1:1
13960,HSALNT0025450,lnc-ZNF124-2:1
13961,HSALNT0025491,lnc-OR2C3-1:4
13962,HSALNT0299644,lnc-OR2C3-1:3
13963,HSALNT0299656,lnc-OR14K1-1:7
13964,HSALNT0299657,lnc-OR14K1-1:8
13965,HSALNT0025552,lnc-OR2G6-2:1
13966,HSALNT0025555,lnc-OR2G6-2:2
13967,HSALNT0299673,lnc-OR2T29-1:1
13968,HSALNT0025598,lnc-ZNF672-1:1
13969,HSALNT0025666,lnc-ACP1-3:2
13970,HSALNT0025679,lnc-ACP1-1:2
13971,HSALNT0299708,lnc-ACP1-1:1
13972,HSALNT0025688,lnc-ALKAL2-2:35
13973,HSALNT0025689,lnc-ALKAL2-2:36
13974,HSALNT0025690,lnc-ALKAL2-2:30
13975,HSALNT0025691,lnc-ALKAL2-2:33
13976,HSALNT0025692,lnc-ALKAL2-2:37
13977,HSALNT0025693,lnc-ALKAL2-2:32
13978,HSALNT0025694,lnc-ALKAL2-2:28
13979,HSALNT0025696,lnc-ALKAL2-2:34
13980,HSALNT0025699,lnc-ALKAL2-2:20
13981,HSALNT0025700,lnc-ALKAL2-2:8
13982,HSALNT0025702,lnc-ALKAL2-2:19
13983,HSALNT0025705,lnc-ALKAL2-2:1
13984,HSALNT0025706,lnc-ALKAL2-2:2
13985,HSALNT0025707,lnc-ALKAL2-2:7
13986,HSALNT0025709,lnc-ALKAL2-2:16
13987,HSALNT0025710,lnc-ALKAL2-2:17
13988,HSALNT0025711,lnc-ALKAL2-2:9
13989,HSALNT0025712,lnc-ALKAL2-2:3
13990,HSALNT0025714,lnc-ALKAL2-2:15
13991,HSALNT0025715,lnc-ALKAL2-2:4
13992,HSALNT0025717,lnc-ALKAL2-2:5
13993,HSALNT0025718,lnc-ALKAL2-2:18
13994,HSALNT0025719,lnc-ALKAL2-2:14
13995,HSALNT0299709,lnc-ALKAL2-2:22
13996,HSALNT0299710,lnc-ALKAL2-2:10
13997,HSALNT0299711,lnc-ALKAL2-2:27
13998,HSALNT0299712,lnc-ALKAL2-2:11
13999,HSALNT0299731,lnc-ALKAL2-2:26
14000,HSALNT0299732,lnc-ALKAL2-2:31
14001,HSALNT0299733,lnc-ALKAL2-2:21
14002,HSALNT0025703,lnc-ACP1-17:1
14003,HSALNT0025724,LINC01865:5
14004,HSALNT0299739,LINC01865:7
14005,HSALNT0299742,lnc-ACP1-4:1
14006,HSALNT0025735,lnc-ACP1-5:1
14007,HSALNT0025738,lnc-ACP1-5:2
14008,HSALNT0299755,LINC01874:9
14009,HSALNT0025771,lnc-ACP1-7:4
14010,HSALNT0025785,LINC01875:3
14011,HSALNT0299766,lnc-ACP1-9:3
14012,HSALNT0025848,lnc-SNTG2-3:2
14013,HSALNT0299784,lnc-TMEM18-1:1
14014,HSALNT0025865,lnc-TMEM18-3:2
14015,HSALNT0299792,lnc-TMEM18-3:1
14016,HSALNT0025881,lnc-SNTG2-2:1
14017,HSALNT0025884,lnc-SNTG2-1:1
14018,HSALNT0025874,lnc-TMEM18-4:3
14019,HSALNT0299800,LINC01115:6
14020,HSALNT0299801,LINC01115:4
14021,HSALNT0299813,LINC01939:5
14022,HSALNT0299814,LINC01939:6
14023,HSALNT0299815,lnc-TMEM18-11:1
14024,HSALNT0299820,lnc-TMEM18-12:6
14025,HSALNT0299824,lnc-TMEM18-13:1
14026,HSALNT0025938,lnc-PXDN-14:1
14027,HSALNT0025953,lnc-PXDN-4:1
14028,HSALNT0025974,lnc-PXDN-3:1
14029,HSALNT0025992,lnc-PXDN-1:1
14030,HSALNT0299840,lnc-TPO-1:2
14031,HSALNT0299842,lnc-PXDN-2:1
14032,HSALNT0299849,lnc-TPO-276:1
14033,HSALNT0026035,MYT1L-AS1:1
14034,HSALNT0299866,MYT1L-AS1:3
14035,HSALNT0299875,lnc-MYT1L-2:1
14036,HSALNT0299880,lnc-MYT1L-3:1
14037,HSALNT0299881,lnc-EIPR1-5:1
14038,HSALNT0299892,lnc-EIPR1-4:1
14039,HSALNT0026125,LINC01250:1
14040,HSALNT0026155,lnc-EIPR1-1:2
14041,HSALNT0299899,lnc-EIPR1-1:1
14042,HSALNT0026162,lnc-TRAPPC12-2:1
14043,HSALNT0026172,EIPR1-IT1:3
14044,HSALNT0026178,TRAPPC12-AS1:1
14045,HSALNT0026181,lnc-TRAPPC12-4:1
14046,HSALNT0026185,lnc-RNASEH1-1:9
14047,HSALNT0026187,lnc-RNASEH1-1:11
14048,HSALNT0026188,lnc-RNASEH1-1:13
14049,HSALNT0299912,lnc-RNASEH1-1:10
14050,HSALNT0299913,lnc-RNASEH1-1:12
14051,HSALNT0299923,RNASEH1-AS1:15
14052,HSALNT0299925,RNASEH1-AS1:17
14053,HSALNT0026220,lnc-RNASEH1-2:1
14054,HSALNT0299943,lnc-RNASEH1-3:1
14055,HSALNT0026253,LINC01304:7
14056,HSALNT0299949,LINC01304:10
14057,HSALNT0299950,LINC01304:20
14058,HSALNT0299951,LINC01304:17
14059,HSALNT0299952,LINC01304:8
14060,HSALNT0299953,LINC01304:19
14061,HSALNT0299954,LINC01304:18
14062,HSALNT0299970,LINC01304:11
14063,HSALNT0299971,LINC01304:14
14064,HSALNT0299972,LINC01304:15
14065,HSALNT0299973,LINC01304:16
14066,HSALNT0026278,lnc-RNASEH1-5:1
14067,HSALNT0299984,LINC01249:3
14068,HSALNT0299985,LINC01249:6
14069,HSALNT0299988,LINC01249:7
14070,HSALNT0026424,lnc-CMPK2-14:1
14071,HSALNT0026436,LINC01248:2
14072,HSALNT0026440,LINC01248:8
14073,HSALNT0300006,LINC01248:10
14074,HSALNT0300007,lnc-SOX11-1:2
14075,HSALNT0300012,lnc-SOX11-2:1
14076,HSALNT0300014,LINC01810:4
14077,HSALNT0026480,LINC01105:2
14078,HSALNT0026481,LINC01105:5
14079,HSALNT0300018,LINC01105:9
14080,HSALNT0300019,LINC01105:14
14081,HSALNT0300055,LINC01105:13
14082,HSALNT0300056,LINC01105:15
14083,HSALNT0300057,LINC01105:8
14084,HSALNT0300066,lnc-CMPK2-9:1
14085,HSALNT0300068,LINC01247:1
14086,HSALNT0300071,LINC01824:3
14087,HSALNT0026555,lnc-CMPK2-5:73
14088,HSALNT0026556,lnc-CMPK2-5:57
14089,HSALNT0026557,lnc-CMPK2-5:82
14090,HSALNT0026558,lnc-CMPK2-5:59
14091,HSALNT0026559,lnc-CMPK2-5:70
14092,HSALNT0026560,lnc-CMPK2-5:30
14093,HSALNT0026561,lnc-CMPK2-5:50
14094,HSALNT0026562,lnc-CMPK2-5:56
14095,HSALNT0026564,lnc-CMPK2-5:58
14096,HSALNT0026565,lnc-CMPK2-5:55
14097,HSALNT0026566,lnc-CMPK2-5:54
14098,HSALNT0026567,lnc-CMPK2-5:53
14099,HSALNT0026568,lnc-CMPK2-5:69
14100,HSALNT0026569,lnc-CMPK2-5:49
14101,HSALNT0026570,lnc-CMPK2-5:40
14102,HSALNT0026574,lnc-CMPK2-5:27
14103,HSALNT0026575,lnc-CMPK2-5:46
14104,HSALNT0026583,lnc-CMPK2-5:52
14105,HSALNT0026584,lnc-CMPK2-5:47
14106,HSALNT0026585,lnc-CMPK2-5:26
14107,HSALNT0026586,lnc-CMPK2-5:44
14108,HSALNT0026587,lnc-CMPK2-5:81
14109,HSALNT0026588,lnc-CMPK2-5:43
14110,HSALNT0026589,lnc-CMPK2-5:25
14111,HSALNT0026590,lnc-CMPK2-5:42
14112,HSALNT0026591,lnc-CMPK2-5:45
14113,HSALNT0026592,lnc-CMPK2-5:71
14114,HSALNT0026593,lnc-CMPK2-5:80
14115,HSALNT0026595,lnc-CMPK2-5:24
14116,HSALNT0026596,lnc-CMPK2-5:23
14117,HSALNT0026599,lnc-CMPK2-5:75
14118,HSALNT0026600,lnc-CMPK2-5:31
14119,HSALNT0026601,lnc-CMPK2-5:36
14120,HSALNT0026604,lnc-CMPK2-5:32
14121,HSALNT0026605,lnc-CMPK2-5:41
14122,HSALNT0026607,lnc-CMPK2-5:20
14123,HSALNT0026609,lnc-CMPK2-5:33
14124,HSALNT0026612,lnc-CMPK2-5:19
14125,HSALNT0026613,lnc-CMPK2-5:68
14126,HSALNT0026616,lnc-CMPK2-5:16
14127,HSALNT0026619,lnc-CMPK2-5:15
14128,HSALNT0026624,lnc-CMPK2-5:14
14129,HSALNT0026626,lnc-CMPK2-5:66
14130,HSALNT0026627,lnc-CMPK2-5:72
14131,HSALNT0026630,lnc-CMPK2-5:6
14132,HSALNT0026631,lnc-CMPK2-5:9
14133,HSALNT0026632,lnc-CMPK2-5:7
14134,HSALNT0300081,lnc-CMPK2-5:64
14135,HSALNT0300082,lnc-CMPK2-5:38
14136,HSALNT0300083,lnc-CMPK2-5:67
14137,HSALNT0300084,lnc-CMPK2-5:37
14138,HSALNT0300085,lnc-CMPK2-5:39
14139,HSALNT0300086,lnc-CMPK2-5:28
14140,HSALNT0300087,lnc-CMPK2-5:22
14141,HSALNT0300088,lnc-CMPK2-5:11
14142,HSALNT0300089,lnc-CMPK2-5:18
14143,HSALNT0300090,lnc-CMPK2-5:21
14144,HSALNT0300091,lnc-CMPK2-5:76
14145,HSALNT0300092,lnc-CMPK2-5:79
14146,HSALNT0300106,lnc-CMPK2-5:65
14147,HSALNT0300107,lnc-CMPK2-5:3
14148,HSALNT0300108,lnc-CMPK2-5:2
14149,HSALNT0300109,lnc-CMPK2-5:12
14150,HSALNT0300110,lnc-CMPK2-5:48
14151,HSALNT0300111,lnc-CMPK2-5:29
14152,HSALNT0300112,lnc-CMPK2-5:13
14153,HSALNT0300113,lnc-CMPK2-5:74
14154,HSALNT0026637,LINC00487:2
14155,HSALNT0026659,LINC00487:3
14156,HSALNT0026671,NRIR:5
14157,HSALNT0300124,LINC00487:1
14158,HSALNT0300130,NRIR:1
14159,HSALNT0026686,lnc-CMPK2-16:1
14160,HSALNT0026689,RNF144A-AS1:2
14161,HSALNT0026697,RNF144A-AS1:7
14162,HSALNT0026698,RNF144A-AS1:4
14163,HSALNT0026701,RNF144A-AS1:8
14164,HSALNT0300132,RNF144A-AS1:1
14165,HSALNT0026715,lnc-CMPK2-6:1
14166,HSALNT0026718,lnc-CMPK2-6:2
14167,HSALNT0026737,lnc-RNF144A-5:1
14168,HSALNT0026765,lnc-RNF144A-2:8
14169,HSALNT0026772,lnc-RNF144A-2:6
14170,HSALNT0300170,lnc-RNF144A-2:3
14171,HSALNT0300171,lnc-RNF144A-2:4
14172,HSALNT0300172,lnc-RNF144A-2:5
14173,HSALNT0300184,lnc-RNF144A-2:1
14174,HSALNT0026806,lnc-CMPK2-10:1
14175,HSALNT0300198,LINC01871:11
14176,HSALNT0300212,lnc-KIDINS220-8:1
14177,HSALNT0300213,lnc-KIDINS220-8:2
14178,HSALNT0026863,LINC00298:3
14179,HSALNT0026866,LINC00298:1
14180,HSALNT0026884,LINC00299:15
14181,HSALNT0026918,LINC00299:1
14182,HSALNT0026967,LINC01814:11
14183,HSALNT0300253,LINC00299:9
14184,HSALNT0300254,LINC00299:4
14185,HSALNT0300272,LINC01814:10
14186,HSALNT0300282,LINC01814:9
14187,HSALNT0300265,lnc-ID2-2:1
14188,HSALNT0026977,lnc-KIDINS220-3:1
14189,HSALNT0027007,ID2-AS1:7
14190,HSALNT0027015,ID2-AS1:3
14191,HSALNT0027016,ID2-AS1:4
14192,HSALNT0300313,ID2-AS1:12
14193,HSALNT0300314,ID2-AS1:1
14194,HSALNT0300319,ID2-AS1:6
14195,HSALNT0027053,lnc-ASAP2-4:1
14196,HSALNT0027055,lnc-ASAP2-4:2
14197,HSALNT0027060,lnc-ASAP2-3:1
14198,HSALNT0300344,lnc-ASAP2-2:1
14199,HSALNT0027076,lnc-ASAP2-1:1
14200,HSALNT0027110,lnc-IAH1-1:2
14201,HSALNT0300361,lnc-IAH1-1:1
14202,HSALNT0300363,lnc-IAH1-2:12
14203,HSALNT0027139,lnc-TAF1B-1:1
14204,HSALNT0300388,lnc-IAH1-3:1
14205,HSALNT0027157,lnc-YWHAQ-1:1
14206,HSALNT0027203,lnc-CYS1-3:2
14207,HSALNT0027207,lnc-GRHL1-1:1
14208,HSALNT0027216,lnc-CYS1-1:1
14209,HSALNT0027228,lnc-CYS1-5:1
14210,HSALNT0027232,lnc-KLF11-2:1
14211,HSALNT0027308,lnc-HPCAL1-1:12
14212,HSALNT0300455,lnc-HPCAL1-1:1
14213,HSALNT0300463,lnc-HPCAL1-1:8
14214,HSALNT0300473,lnc-ATP6V1C2-5:1
14215,HSALNT0027350,lnc-ATP6V1C2-1:1
14216,HSALNT0027354,lnc-PDIA6-1:1
14217,HSALNT0027373,LINC01954:14
14218,HSALNT0300490,LINC01954:16
14219,HSALNT0027431,lnc-ROCK2-3:7
14220,HSALNT0300513,lnc-ROCK2-3:10
14221,HSALNT0027470,LINC00570:1
14222,HSALNT0027479,LINC00570:3
14223,HSALNT0300522,LINC00570:4
14224,HSALNT0300530,LINC00570:2
14225,HSALNT0300518,lnc-ROCK2-1:1
14226,HSALNT0027466,lnc-ROCK2-2:1
14227,HSALNT0027505,lnc-NTSR2-8:1
14228,HSALNT0300549,lnc-GREB1-1:2
14229,HSALNT0300550,lnc-GREB1-1:1
14230,HSALNT0027515,lnc-NTSR2-1:1
14231,HSALNT0027525,lnc-NTSR2-2:1
14232,HSALNT0027542,MIR3681HG:4
14233,HSALNT0300569,MIR3681HG:9
14234,HSALNT0300570,MIR3681HG:13
14235,HSALNT0300571,MIR3681HG:1
14236,HSALNT0300572,MIR3681HG:11
14237,HSALNT0300573,MIR3681HG:10
14238,HSALNT0300586,MIR3681HG:5
14239,HSALNT0027632,lnc-TRIB2-2:1
14240,HSALNT0027649,lnc-TRIB2-1:1
14241,HSALNT0027687,lnc-NTSR2-5:5
14242,HSALNT0027688,lnc-NTSR2-5:1
14243,HSALNT0300621,lnc-NTSR2-5:4
14244,HSALNT0300651,lnc-NTSR2-5:2
14245,HSALNT0027738,lnc-TRIB2-6:1
14246,HSALNT0027756,lnc-FAM84A-2:1
14247,HSALNT0300693,LINC00276:1
14248,HSALNT0300697,LINC00276:2
14249,HSALNT0027783,lnc-FAM84A-1:1
14250,HSALNT0300700,lnc-FAM84A-1:2
14251,HSALNT0300706,lnc-NBAS-3:1
14252,HSALNT0300714,lnc-DDX1-1:2
14253,HSALNT0300716,lnc-NBAS-1:1
