,HSAL,name
9443,HSALNG0114912,MPRIP-AS1
9444,HSALNG0114917,lnc-PLD6-1
9445,HSALNG0114928,lnc-COPS3-1
9446,HSALNG0114961,lnc-MED9-1
9447,HSALNG0114969,SMCR2
9448,HSALNG0114976,RAI1-AS1
9449,HSALNG0114978,SMCR5
9450,HSALNG0114979,lnc-DRC3-1
9451,HSALNG0114992,lnc-RAI1-2
9452,HSALNG0115020,lnc-FLII-1
9453,HSALNG0115048,LINC02076
9454,HSALNG0115056,lnc-TBC1D28-6
9455,HSALNG0115072,lnc-TVP23B-3
9456,HSALNG0115078,lnc-FAM83G-2
9457,HSALNG0115092,lnc-GRAPL-5
9458,HSALNG0115093,lnc-GRAP-2
9459,HSALNG0115094,lnc-GRAPL-3
9460,HSALNG0115095,lnc-GRAP-3
9461,HSALNG0145236,lnc-GRAP-4
9462,HSALNG0115097,lnc-GRAP-5
9463,HSALNG0115100,lnc-GRAP-6
9464,HSALNG0115102,lnc-EPN2-1
9465,HSALNG0115103,lnc-GRAPL-6
9466,HSALNG0145237,EPN2-AS1
9467,HSALNG0115126,lnc-MFAP4-1
9468,HSALNG0115127,lnc-MFAP4-3
9469,HSALNG0115128,LINC02094
9470,HSALNG0115131,lnc-SLC47A1-8
9471,HSALNG0115140,lnc-SLC47A2-2
9472,HSALNG0115151,lnc-SLC47A2-4
9473,HSALNG0115174,lnc-AKAP10-2
9474,HSALNG0115176,lnc-ULK2-1
9475,HSALNG0115179,lnc-AKAP10-1
9476,HSALNG0115183,lnc-SPECC1-2
9477,HSALNG0145240,lnc-LGALS9B-7
9478,HSALNG0115197,lnc-LGALS9B-1
9479,HSALNG0115203,lnc-LGALS9B-2
9480,HSALNG0115205,LINC02088
9481,HSALNG0115215,lnc-CDRT15L2-1
9482,HSALNG0115224,lnc-DHRS7B-6
9483,HSALNG0115230,CCDC144NL-AS1
9484,HSALNG0115246,LINC01563
9485,HSALNG0115253,lnc-DHRS7B-1
9486,HSALNG0115278,lnc-KCNJ12-2
9487,HSALNG0115287,lnc-KCNJ12-3
9488,HSALNG0115290,lnc-KCNJ12-4
9489,HSALNG0115312,LINC02002
9490,HSALNG0145020,lnc-MTRNR2L1-16
9491,HSALNG0115315,FAM27E5
9492,HSALNG0115327,lnc-MTRNR2L1-14
9493,HSALNG0115340,lnc-C17orf51-5
9494,HSALNG0115353,lnc-C17orf51-6
9495,HSALNG0115361,lnc-NOS2-5
9496,HSALNG0115375,lnc-NOS2-4
9497,HSALNG0115390,lnc-WSB1-3
9498,HSALNG0115398,lnc-WSB1-4
9499,HSALNG0115408,lnc-NOS2-2
9500,HSALNG0115428,LINC01992
9501,HSALNG0115443,lnc-NLK-4
9502,HSALNG0115447,lnc-IFT20-3
9503,HSALNG0115448,lnc-TMEM97-1
9504,HSALNG0115449,lnc-IFT20-1
9505,HSALNG0115458,lnc-SEBOX-1
9506,HSALNG0115461,lnc-TMEM199-1
9507,HSALNG0115483,SPAG5-AS1
9508,HSALNG0115486,lnc-SUPT6H-3
9509,HSALNG0115495,lnc-SDF2-1
9510,HSALNG0115505,lnc-TLCD1-1
9511,HSALNG0115511,lnc-TLCD1-3
9512,HSALNG0115513,lnc-FAM222B-3
9513,HSALNG0115514,lnc-FAM222B-1
9514,HSALNG0115525,lnc-FAM222B-2
9515,HSALNG0115530,lnc-ERAL1-2
9516,HSALNG0115535,lnc-PIPOX-4
9517,HSALNG0115544,lnc-ERAL1-8
9518,HSALNG0145252,lnc-SEZ6-1
9519,HSALNG0115561,lnc-PIPOX-2
9520,HSALNG0115569,lnc-NUFIP2-1
9521,HSALNG0115571,lnc-TAOK1-5
9522,HSALNG0115579,lnc-ANKRD13B-2
9523,HSALNG0115587,lnc-TAOK1-1
9524,HSALNG0115588,lnc-CORO6-5
9525,HSALNG0115589,lnc-SSH2-1
9526,HSALNG0115591,lnc-CORO6-1
9527,HSALNG0115595,lnc-EFCAB5-2
9528,HSALNG0115599,lnc-EFCAB5-1
9529,HSALNG0115605,lnc-SLC6A4-3
9530,HSALNG0115606,lnc-SLC6A4-2
9531,HSALNG0115609,lnc-SLC6A4-151
9532,HSALNG0145254,lnc-SLC6A4-6
9533,HSALNG0115614,lnc-NSRP1-1
9534,HSALNG0115616,lnc-NSRP1-2
9535,HSALNG0115640,lnc-TMIGD1-3
9536,HSALNG0115642,lnc-CRLF3-8
9537,HSALNG0115645,lnc-TMIGD1-1
9538,HSALNG0115646,lnc-CRLF3-7
9539,HSALNG0145038,lnc-RNF135-1
9540,HSALNG0115649,lnc-RNF135-1
9541,HSALNG0115657,lnc-ATAD5-2
9542,HSALNG0145258,lnc-CRLF3-3
9543,HSALNG0115659,lnc-TEFM-12
9544,HSALNG0115663,lnc-CRLF3-2
9545,HSALNG0115664,lnc-TEFM-1
9546,HSALNG0115671,lnc-TEFM-2
9547,HSALNG0145260,lnc-TEFM-3
9548,HSALNG0115675,lnc-ADAP2-1
9549,HSALNG0115676,lnc-TEFM-4
9550,HSALNG0115678,lnc-OMG-5
9551,HSALNG0115679,lnc-RAB11FIP4-4
9552,HSALNG0115707,lnc-RAB11FIP4-10
9553,HSALNG0115711,lnc-RAB11FIP4-2
9554,HSALNG0115723,lnc-SUZ12-3
9555,HSALNG0115727,lnc-SUZ12-2
9556,HSALNG0115729,lnc-SUZ12-1
9557,HSALNG0115754,lnc-RHOT1-1
9558,HSALNG0115764,lnc-C17orf75-1
9559,HSALNG0115766,lnc-RHBDL3-1
9560,HSALNG0115778,lnc-ZNF207-1
9561,HSALNG0115783,lnc-MYO1D-1
9562,HSALNG0115784,lnc-PSMD11-1
9563,HSALNG0115789,lnc-CDK5R1-1
9564,HSALNG0145262,lnc-C17orf75-3
9565,HSALNG0115792,lnc-C17orf75-2
9566,HSALNG0115794,lnc-CDK5R1-2
9567,HSALNG0115796,lnc-C17orf75-4
9568,HSALNG0115798,lnc-CDK5R1-4
9569,HSALNG0115806,lnc-TMEM98-2
9570,HSALNG0115815,lnc-MYO1D-2
9571,HSALNG0115829,lnc-SPACA3-2
9572,HSALNG0115830,lnc-MYO1D-3
9573,HSALNG0115838,lnc-CCL1-11
9574,HSALNG0115839,lnc-CCL1-12
9575,HSALNG0115843,lnc-CCL2-4
9576,HSALNG0115854,lnc-CCL1-1
9577,HSALNG0115855,lnc-CCL2-3
9578,HSALNG0115857,LINC01989
9579,HSALNG0115858,lnc-CCL2-1
9580,HSALNG0115877,lnc-TMEM132E-1
9581,HSALNG0145267,lnc-CCL1-3
9582,HSALNG0115889,lnc-CCT6B-5
9583,HSALNG0145268,lnc-CCT6B-1
9584,HSALNG0115909,lnc-LIG3-4
9585,HSALNG0145270,lnc-RAD51D-1
9586,HSALNG0115921,lnc-NLE1-1
9587,HSALNG0115924,lnc-UNC45B-1
9588,HSALNG0115929,lnc-SLC35G3-1
9589,HSALNG0115934,lnc-SLFN5-1
9590,HSALNG0115941,lnc-SLFN12-3
9591,HSALNG0115942,lnc-SLFN12-2
9592,HSALNG0115943,lnc-SLFN12-1
9593,HSALNG0115953,lnc-SLFN14-3
9594,HSALNG0115957,lnc-SLFN12L-1
9595,HSALNG0115960,LINC02001
9596,HSALNG0115969,lnc-GAS2L2-4
9597,HSALNG0145271,lnc-MMP28-1
9598,HSALNG0115978,lnc-MMP28-4
9599,HSALNG0145049,lnc-C17orf50-1
9600,HSALNG0115984,lnc-TAF15-1
9601,HSALNG0115996,lnc-CCL18-4
9602,HSALNG0116003,lnc-CCL18-1
9603,HSALNG0116007,lnc-CCL4-3
9604,HSALNG0145050,lnc-CCL4L2-1
9605,HSALNG0116012,lnc-TBC1D3I-3
9606,HSALNG0116049,lnc-MRM1-6
9607,HSALNG0116057,lnc-MRM1-7
9608,HSALNG0116070,LHX1-DT
9609,HSALNG0116073,lnc-ACACA-50
9610,HSALNG0116075,lnc-LHX1-1
9611,HSALNG0116076,lnc-LHX1-2
9612,HSALNG0116077,lnc-LHX1-3
9613,HSALNG0145275,lnc-ACACA-3
9614,HSALNG0116098,lnc-TADA2A-2
9615,HSALNG0116101,lnc-ACACA-2
9616,HSALNG0116119,lnc-DUSP14-5
9617,HSALNG0116136,lnc-HNF1B-1
9618,HSALNG0116158,lnc-SRCIN1-1
9619,HSALNG0145061,lnc-ARHGAP23-1
9620,HSALNG0116178,lnc-EPOP-2
9621,HSALNG0116179,lnc-MLLT6-1
9622,HSALNG0116183,lnc-PCGF2-1
9623,HSALNG0116202,lnc-FBXO47-2
9624,HSALNG0116203,lnc-FBXO47-1
9625,HSALNG0116210,lnc-PLXDC1-3
9626,HSALNG0116212,LINC02079
9627,HSALNG0116238,lnc-CDK12-2
9628,HSALNG0116248,lnc-CDK12-1
9629,HSALNG0116259,lnc-PPP1R1B-1
9630,HSALNG0116299,lnc-LRRC3C-1
9631,HSALNG0116313,lnc-MED24-1
9632,HSALNG0116345,RARA-AS1
9633,HSALNG0116373,lnc-IGFBP4-1
9634,HSALNG0116388,lnc-TMEM99-5
9635,HSALNG0116396,lnc-TMEM99-1
9636,HSALNG0116429,lnc-KRTAP9-7-1
9637,HSALNG0141637,LINC00974
9638,HSALNG0116490,lnc-HSPB9-2
9639,HSALNG0116501,lnc-STAT5A-1
9640,HSALNG0116502,lnc-STAT3-1
9641,HSALNG0116503,lnc-STAT3-2
9642,HSALNG0116525,lnc-NAGLU-4
9643,HSALNG0116559,lnc-CCR10-4
9644,HSALNG0116565,RAMP2-AS1
9645,HSALNG0116587,LINC00671
9646,HSALNG0116616,NBR2
9647,HSALNG0116617,lnc-BRCA1-3
9648,HSALNG0116628,LINC00910
9649,HSALNG0116644,MIR2117HG
9650,HSALNG0145084,LINC02594
9651,HSALNG0116673,lnc-DUSP3-1
9652,HSALNG0116691,lnc-MPP2-1
9653,HSALNG0141608,FAM215A
9654,HSALNG0145087,lnc-CD300LG-2
9655,HSALNG0116693,LINC01976
9656,HSALNG0116703,lnc-C17orf53-1
9657,HSALNG0116707,ASB16-AS1
9658,HSALNG0116712,lnc-TMUB2-1
9659,HSALNG0116718,RUNDC3A-AS1
9660,HSALNG0116729,lnc-RUNDC3A-3
9661,HSALNG0116744,lnc-ITGA2B-3
9662,HSALNG0116757,LINC01180
9663,HSALNG0116759,lnc-GJC1-4
9664,HSALNG0116774,lnc-ADAM11-2
9665,HSALNG0116778,lnc-GJC1-1
9666,HSALNG0116797,lnc-CCDC103-6
9667,HSALNG0145090,lnc-NMT1-8
9668,HSALNG0116821,lnc-PLCD3-1
9669,HSALNG0116822,lnc-PLCD3-4
9670,HSALNG0116825,lnc-PLCD3-3
9671,HSALNG0116830,lnc-SPATA32-2
9672,HSALNG0116843,lnc-SPATA32-1
9673,HSALNG0116853,lnc-ARHGAP27-3
9674,HSALNG0116866,lnc-LINC02210-CRHR1-10
9675,HSALNG0116874,lnc-LINC02210-CRHR1-9
9676,HSALNG0145306,lnc-PLEKHM1-7
9677,HSALNG0116895,lnc-PLEKHM1-12
9678,HSALNG0116897,MAPT-AS1
9679,HSALNG0145095,MAPT-IT1
9680,HSALNG0116900,lnc-KANSL1-1
9681,HSALNG0116910,lnc-MAPT-1
9682,HSALNG0116913,KANSL1-AS1
9683,HSALNG0145313,FAM215B
9684,HSALNG0116959,LINC01974
9685,HSALNG0116961,lnc-RPRML-1
9686,HSALNG0116966,lnc-RPRML-3
9687,HSALNG0116978,lnc-RPRML-4
9688,HSALNG0116986,lnc-CDC27-4
9689,HSALNG0116989,lnc-CDC27-2
9690,HSALNG0117003,lnc-CDC27-8
9691,HSALNG0117014,lnc-OSBPL7-3
9692,HSALNG0117018,lnc-OSBPL7-1
9693,HSALNG0117042,lnc-LRRC46-1
9694,HSALNG0117045,SP2-AS1
9695,HSALNG0117049,lnc-PRR15L-3
9696,HSALNG0117050,lnc-PRR15L-2
9697,HSALNG0117056,lnc-PRR15L-4
9698,HSALNG0117064,lnc-COPZ2-1
9699,HSALNG0117071,lnc-CBX1-4
9700,HSALNG0145099,SKAP1-AS1
9701,HSALNG0117086,lnc-SNX11-2
9702,HSALNG0117090,lnc-HOXB1-1
9703,HSALNG0117094,lnc-PRAC2-3
9704,HSALNG0117102,HOXB-AS2
9705,HSALNG0145317,lnc-HOXB4-1
9706,HSALNG0117108,lnc-HOXB8-1
9707,HSALNG0117107,HOXB-AS4
9708,HSALNG0117109,LINC02086
9709,HSALNG0117119,lnc-PRAC2-1
9710,HSALNG0117142,lnc-GIP-1
9711,HSALNG0117143,lnc-GIP-2
9712,HSALNG0117165,lnc-ABI3-2
9713,HSALNG0117177,lnc-NGFR-3
9714,HSALNG0145319,LINC02075
9715,HSALNG0117185,lnc-SPOP-2
9716,HSALNG0117215,lnc-KAT7-1
9717,HSALNG0117221,lnc-KAT7-3
9718,HSALNG0117238,lnc-DLX4-1
9719,HSALNG0117242,lnc-DLX3-3
9720,HSALNG0117249,lnc-PDK2-5
9721,HSALNG0117251,lnc-SAMD14-7
9722,HSALNG0117252,lnc-SAMD14-1
9723,HSALNG0117261,lnc-PPP1R9B-3
9724,HSALNG0117270,LINC01969
9725,HSALNG0117273,lnc-COL1A1-1
9726,HSALNG0117279,TMEM92-AS1
9727,HSALNG0117312,lnc-CHAD-2
9728,HSALNG0117318,lnc-CHAD-3
9729,HSALNG0117322,CACNA1G-AS1
9730,HSALNG0117324,lnc-ANKRD40-2
9731,HSALNG0117332,lnc-ABCC3-1
9732,HSALNG0117340,lnc-TOB1-1
9733,HSALNG0117344,TOB1-AS1
9734,HSALNG0117347,lnc-TOB1-2
9735,HSALNG0117351,lnc-SPAG9-1
9736,HSALNG0117352,lnc-WFIKKN2-2
9737,HSALNG0117360,lnc-NME1-2
9738,HSALNG0145324,lnc-SPAG9-2
9739,HSALNG0117374,LINC02071
9740,HSALNG0117375,lnc-UTP18-1
9741,HSALNG0117376,lnc-UTP18-2
9742,HSALNG0117380,LINC02073
9743,HSALNG0117403,LINC01982
9744,HSALNG0117416,LINC02089
9745,HSALNG0117495,lnc-TOM1L1-10
9746,HSALNG0117520,lnc-MMD-4
9747,HSALNG0145329,lnc-MMD-2
9748,HSALNG0145330,lnc-TMEM100-2
9749,HSALNG0117583,lnc-TRIM25-2
9750,HSALNG0117605,lnc-DGKE-7
9751,HSALNG0117606,lnc-SCPEP1-2
9752,HSALNG0117612,lnc-AKAP1-1
9753,HSALNG0117618,lnc-COIL-2
9754,HSALNG0145332,lnc-COIL-3
9755,HSALNG0117636,lnc-CCDC182-2
9756,HSALNG0117638,lnc-CCDC182-1
9757,HSALNG0117654,lnc-MRPS23-1
9758,HSALNG0117669,lnc-DYNLL2-2
9759,HSALNG0117676,lnc-VEZF1-1
9760,HSALNG0117683,lnc-SRSF1-1
9761,HSALNG0117690,lnc-MKS1-1
9762,HSALNG0117711,TSPOAP1-AS1
9763,HSALNG0117712,lnc-TSPOAP1-1
9764,HSALNG0117735,lnc-PPM1E-4
9765,HSALNG0117739,lnc-PRR11-2
9766,HSALNG0117745,lnc-PRR11-1
9767,HSALNG0117754,lnc-SKA2-1
9768,HSALNG0117770,lnc-SKA2-2
9769,HSALNG0117777,lnc-PTRH2-3
9770,HSALNG0117790,lnc-CLTC-2
9771,HSALNG0117818,lnc-CA4-3
9772,HSALNG0117822,lnc-USP32-2
9773,HSALNG0117840,lnc-PPM1D-1
9774,HSALNG0117853,lnc-APPBP2-4
9775,HSALNG0117854,lnc-NACA2-7
9776,HSALNG0117876,lnc-NACA2-8
9777,HSALNG0117877,TBX2-AS1
9778,HSALNG0117878,lnc-TBX2-3
9779,HSALNG0145122,lnc-TBX2-8
9780,HSALNG0117887,lnc-NACA2-4
9781,HSALNG0117963,lnc-MRC2-2
9782,HSALNG0117969,lnc-MRC2-9
9783,HSALNG0117970,lnc-MARCH10-4
9784,HSALNG0117980,lnc-MRC2-3
9785,HSALNG0117984,lnc-MARCH10-1
9786,HSALNG0117989,lnc-CYB561-6
9787,HSALNG0117991,lnc-CYB561-5
9788,HSALNG0117992,lnc-CYB561-3
9789,HSALNG0117993,lnc-CYB561-2
9790,HSALNG0118000,lnc-ACE-1
9791,HSALNG0118057,lnc-SCN4A-1
9792,HSALNG0118060,PRR29-AS1
9793,HSALNG0118080,SNHG25
9794,HSALNG0118143,lnc-RGS9-3
9795,HSALNG0118157,lnc-RGS9-1
9796,HSALNG0118169,lnc-RGS9-2
9797,HSALNG0118209,LINC02563
9798,HSALNG0118244,PRKCA-AS1
9799,HSALNG0118248,lnc-CACNG5-1
9800,HSALNG0118264,lnc-HELZ-3
9801,HSALNG0118266,lnc-HELZ-2
9802,HSALNG0118280,lnc-PITPNC1-2
9803,HSALNG0118281,lnc-PITPNC1-1
9804,HSALNG0118299,lnc-NOL11-1
9805,HSALNG0118326,lnc-C17orf58-2
9806,HSALNG0118335,lnc-C17orf58-3
9807,HSALNG0118336,lnc-KPNA2-6
9808,HSALNG0118343,lnc-AMZ2-1
9809,HSALNG0118349,lnc-AMZ2-8
9810,HSALNG0118356,lnc-SLC16A6-1
9811,HSALNG0118368,lnc-ARSG-7
9812,HSALNG0118375,lnc-PRKAR1A-3
9813,HSALNG0118377,LINC01482
9814,HSALNG0118382,lnc-ABCA8-2
9815,HSALNG0118391,ABCA9-AS1
9816,HSALNG0118433,lnc-ABCA5-6
9817,HSALNG0118440,LINC01483
9818,HSALNG0118447,LINC01497
9819,HSALNG0118449,lnc-ABCA5-2
9820,HSALNG0118452,LINC01028
9821,HSALNG0118455,KCNJ2-AS1
9822,HSALNG0118463,lnc-ABCA5-14
9823,HSALNG0118488,lnc-ABCA5-16
9824,HSALNG0118505,lnc-SOX9-6
9825,HSALNG0118520,lnc-SLC39A11-9
9826,HSALNG0118528,lnc-SLC39A11-10
9827,HSALNG0118529,LINC01152
9828,HSALNG0118533,LINC02097
9829,HSALNG0118540,lnc-SLC39A11-1
9830,HSALNG0145147,LINC02003
9831,HSALNG0118549,lnc-SOX9-4
9832,HSALNG0118553,lnc-SOX9-5
9833,HSALNG0118561,lnc-SSTR2-3
9834,HSALNG0118577,lnc-FAM104A-7
9835,HSALNG0145150,lnc-COG1-1
9836,HSALNG0118593,lnc-C17orf80-3
9837,HSALNG0118597,lnc-SDK2-1
9838,HSALNG0118604,lnc-SDK2-3
9839,HSALNG0118607,LINC02092
9840,HSALNG0118614,lnc-SDK2-4
9841,HSALNG0118623,LINC02074
9842,HSALNG0118635,lnc-BTBD17-3
9843,HSALNG0118637,lnc-BTBD17-2
9844,HSALNG0118640,lnc-BTBD17-1
9845,HSALNG0118667,lnc-RAB37-2
9846,HSALNG0118670,lnc-RAB37-1
9847,HSALNG0118672,lnc-CD300LF-1
9848,HSALNG0118680,lnc-NAT9-1
9849,HSALNG0118697,HID1-AS1
9850,HSALNG0118713,lnc-NT5C-1
9851,HSALNG0118714,lnc-NT5C-2
9852,HSALNG0118744,lnc-TMEM94-2
9853,HSALNG0118745,lnc-SLC25A19-1
9854,HSALNG0118746,lnc-TMEM94-1
9855,HSALNG0118773,lnc-RECQL5-1
9856,HSALNG0118791,lnc-UNC13D-2
9857,HSALNG0118798,lnc-TEN1-1
9858,HSALNG0118810,lnc-ZACN-64
9859,HSALNG0118851,lnc-AANAT-2
9860,HSALNG0118852,lnc-CYGB-3
9861,HSALNG0118865,lnc-METTL23-16
9862,HSALNG0118867,lnc-METTL23-4
9863,HSALNG0145161,LINC02080
9864,HSALNG0118878,LINC00868
9865,HSALNG0118885,lnc-SRSF2-2
9866,HSALNG0118895,SNHG20
9867,HSALNG0118918,lnc-SRSF2-4
9868,HSALNG0118927,lnc-SEC14L1-1
9869,HSALNG0118926,lnc-TMC6-3
9870,HSALNG0118933,lnc-SEPT9-2
9871,HSALNG0118949,LINC01987
9872,HSALNG0118967,LINC01973
9873,HSALNG0119000,TNRC6C-AS1
9874,HSALNG0119024,LINC01993
9875,HSALNG0119027,lnc-PGS1-2
9876,HSALNG0119032,lnc-PGS1-1
9877,HSALNG0119047,LINC02081
9878,HSALNG0119077,lnc-C1QTNF1-5
9879,HSALNG0119089,C1QTNF1-AS1
9880,HSALNG0119097,lnc-ENGASE-1
9881,HSALNG0145175,LINC02078
9882,HSALNG0119131,lnc-CBX2-1
9883,HSALNG0119134,LINC01977
9884,HSALNG0119142,lnc-CBX4-1
9885,HSALNG0119146,LINC01979
9886,HSALNG0119147,LINC01978
9887,HSALNG0119154,lnc-EIF4A3-1
9888,HSALNG0119156,lnc-CCDC40-1
9889,HSALNG0119173,lnc-SGSH-1
9890,HSALNG0119186,lnc-SLC26A11-1
9891,HSALNG0145385,lnc-SGSH-7
9892,HSALNG0119187,lnc-NPTX1-2
9893,HSALNG0119198,lnc-NPTX1-1
9894,HSALNG0145389,lnc-AATK-10
9895,HSALNG0145390,lnc-AATK-8
9896,HSALNG0119217,lnc-AATK-7
9897,HSALNG0145391,lnc-AATK-6
9898,HSALNG0119219,lnc-AATK-5
9899,HSALNG0119222,lnc-AATK-4
9900,HSALNG0119226,BAIAP2-DT
9901,HSALNG0119229,lnc-BAIAP2-1
9902,HSALNG0145393,LINC00482
9903,HSALNG0145181,lnc-BAHCC1-1
9904,HSALNG0119251,lnc-TMEM105-2
9905,HSALNG0119253,lnc-BAHCC1-4
9906,HSALNG0119254,lnc-TMEM105-2
9907,HSALNG0119271,lnc-ACTG1-1
9908,HSALNG0119273,LINC01971
9909,HSALNG0119279,lnc-FSCN2-1
9910,HSALNG0119297,lnc-ARL16-4
9911,HSALNG0119322,lnc-ANAPC11-2
9912,HSALNG0119325,lnc-ALYREF-1
9913,HSALNG0119326,lnc-ANAPC11-1
9914,HSALNG0119342,MAFG-DT
9915,HSALNG0119345,lnc-NPB-5
9916,HSALNG0119346,lnc-ASPSCR1-1
9917,HSALNG0119363,lnc-RAC3-1
9918,HSALNG0119378,lnc-SLC16A3-5
9919,HSALNG0119380,lnc-SLC16A3-4
9920,HSALNG0119386,lnc-SLC16A3-2
9921,HSALNG0119403,LINC01970
9922,HSALNG0119404,lnc-SLC16A3-3
9923,HSALNG0119422,lnc-OGFOD3-1
9924,HSALNG0119429,lnc-C17orf62-3
9925,HSALNG0145185,HEXDC-IT1
9926,HSALNG0119438,lnc-C17orf62-1
9927,HSALNG0145402,NARF-AS1
9928,HSALNG0119443,NARF-IT1
9929,HSALNG0119452,lnc-WDR45B-2
9930,HSALNG0119451,lnc-NARF-1
9931,HSALNG0119454,lnc-WDR45B-1
9932,HSALNG0119467,lnc-RAB40B-1
9933,HSALNG0119471,lnc-RAB40B-2
9934,HSALNG0119474,lnc-TBCD-1
9935,HSALNG0119476,lnc-ZNF750-1
9936,HSALNG0119481,lnc-METRNL-3
9937,HSALNG0119490,lnc-TBCD-2
9938,HSALNG0119502,lnc-METRNL-8
9939,HSALNG0145190,lnc-METRNL-1
9940,HSALNG0119509,lnc-METRNL-2
9941,HSALNG0119513,lnc-METRNL-2
9942,HSALNG0119514,lnc-B3GNTL1-1
9943,HSALNG0119517,LINC02564
9944,HSALNG0119518,lnc-TUBB8P12-2
9945,HSALNG0119521,lnc-TUBB8P12-1
9946,HSALNG0119541,lnc-USP14-3
9947,HSALNG0119546,lnc-USP14-4
9948,HSALNG0119550,lnc-THOC1-1
9949,HSALNG0119553,LINC01925
9950,HSALNG0145516,lnc-ENOSF1-5
9951,HSALNG0119568,lnc-ENOSF1-2
9952,HSALNG0119567,lnc-CLUL1-1
9953,HSALNG0119580,lnc-ENOSF1-3
9954,HSALNG0119582,lnc-ADCYAP1-6
9955,HSALNG0119591,lnc-YES1-2
9956,HSALNG0119592,lnc-YES1-8
9957,HSALNG0119593,lnc-ADCYAP1-2
9958,HSALNG0145520,LINC01904
9959,HSALNG0119594,lnc-YES1-5
9960,HSALNG0119601,LINC00470
9961,HSALNG0119608,lnc-ADCYAP1-4
9962,HSALNG0119612,lnc-METTL4-2
9963,HSALNG0119635,lnc-LPIN2-2
9964,HSALNG0119656,lnc-LPIN2-1
9965,HSALNG0119666,lnc-EMILIN2-1
9966,HSALNG0119667,lnc-EMILIN2-2
9967,HSALNG0119688,lnc-MYOM1-4
9968,HSALNG0119691,lnc-MYOM1-1
9969,HSALNG0119693,lnc-MYL12B-1
9970,HSALNG0119696,LINC01895
9971,HSALNG0119710,GAPLINC
9972,HSALNG0119714,DLGAP1-AS1
9973,HSALNG0145525,lnc-MYOM1-3
9974,HSALNG0119722,DLGAP1-AS3
9975,HSALNG0119724,DLGAP1-AS4
9976,HSALNG0119731,DLGAP1-AS5
9977,HSALNG0119743,lnc-AKAIN1-5
9978,HSALNG0119747,LINC01892
9979,HSALNG0119752,LINC00526
9980,HSALNG0119748,lnc-ARHGAP28-19
9981,HSALNG0119753,LINC00667
9982,HSALNG0119763,lnc-ARHGAP28-4
9983,HSALNG0119769,lnc-EPB41L3-1
9984,HSALNG0119775,lnc-ARHGAP28-17
9985,HSALNG0119776,lnc-ARHGAP28-16
9986,HSALNG0119778,MIR3976HG
9987,HSALNG0119790,lnc-ARHGAP28-12
9988,HSALNG0119795,L3MBTL4-AS1
9989,HSALNG0119805,lnc-ARHGAP28-3
9990,HSALNG0119806,LINC01387
9991,HSALNG0119808,lnc-L3MBTL4-1
9992,HSALNG0119814,lnc-LAMA1-3
9993,HSALNG0119816,lnc-LAMA1-2
9994,HSALNG0119818,LINC00668
9995,HSALNG0119851,lnc-LAMA1-5
9996,HSALNG0119852,lnc-LRRC30-4
9997,HSALNG0119856,lnc-RAB12-7
9998,HSALNG0119859,lnc-PPP4R1-11
9999,HSALNG0119861,lnc-RAB12-3
10000,HSALNG0119876,lnc-PPP4R1-8
10001,HSALNG0119881,GACAT2
10002,HSALNG0119884,lnc-RAB12-1
10003,HSALNG0119900,NDUFV2-AS1
10004,HSALNG0145536,lnc-PPP4R1-5
10005,HSALNG0119908,lnc-TWSG1-2
10006,HSALNG0119918,lnc-PPP4R1-12
10007,HSALNG0119920,lnc-TWSG1-1
10008,HSALNG0119927,lnc-RALBP1-1
10009,HSALNG0119929,PPP4R1-AS1
10010,HSALNG0119952,lnc-PPP4R1-18
10011,HSALNG0119967,lnc-VAPA-2
10012,HSALNG0119981,lnc-PIEZO2-6
10013,HSALNG0119986,lnc-APCDD1-1
10014,HSALNG0119991,LINC01254
10015,HSALNG0120011,lnc-NAPG-1
10016,HSALNG0120012,LINC01887
10017,HSALNG0120026,lnc-NAPG-4
10018,HSALNG0120037,lnc-PIEZO2-18
10019,HSALNG0120046,LINC01928
10020,HSALNG0120052,lnc-MPPE1-5
10021,HSALNG0145545,lnc-MPPE1-12
10022,HSALNG0120057,lnc-MPPE1-4
10023,HSALNG0120059,CHMP1B-AS1
10024,HSALNG0120060,lnc-MPPE1-2
10025,HSALNG0120067,lnc-GNAL-1
10026,HSALNG0120068,lnc-MPPE1-1
10027,HSALNG0120075,lnc-MPPE1-9
10028,HSALNG0120079,lnc-MPPE1-10
10029,HSALNG0120087,lnc-ANKRD62-2
10030,HSALNG0120091,lnc-CIDEA-2
10031,HSALNG0120096,lnc-AFG3L2-1
10032,HSALNG0120101,lnc-CIDEA-1
10033,HSALNG0120110,lnc-PRELID3A-1
10034,HSALNG0120116,lnc-SPIRE1-4
10035,HSALNG0120125,lnc-PTPN2-5
10036,HSALNG0120126,lnc-PTPN2-2
10037,HSALNG0120142,lnc-PTPN2-6
10038,HSALNG0145547,lnc-PTPN2-9
10039,HSALNG0120158,lnc-PTPN2-3
10040,HSALNG0120161,lnc-PTPN2-11
10041,HSALNG0120167,lnc-FAM210A-9
10042,HSALNG0120168,LDLRAD4-AS1
10043,HSALNG0120171,lnc-FAM210A-7
10044,HSALNG0120172,lnc-FAM210A-6
10045,HSALNG0120174,lnc-RNMT-5
10046,HSALNG0120177,lnc-FAM210A-5
10047,HSALNG0120178,lnc-FAM210A-4
10048,HSALNG0120179,lnc-RNMT-3
