gene,TCGA.A4.7287,TCGA.A4.7583,TCGA.A4.7584,TCGA.A4.7734,TCGA.A4.7828,TCGA.A4.7915,TCGA.A4.7996,TCGA.A4.7997,TCGA.A4.8098,TCGA.A4.8311,TCGA.A4.8312,TCGA.A4.8515,TCGA.A4.8517,TCGA.A4.8518,TCGA.A4.8630,TCGA.A4.A48D,TCGA.A4.A4ZT,TCGA.A4.A5DU,TCGA.A4.A5XZ,TCGA.A4.A5Y0,TCGA.A4.A6HP,TCGA.A4.A772,TCGA.AL.3468,TCGA.AL.3471,TCGA.AL.3473,TCGA.AT.A5NU,TCGA.B1.7332,TCGA.B1.A47N,TCGA.B1.A47O,TCGA.B1.A654,TCGA.B1.A655,TCGA.B1.A656,TCGA.B1.A657,TCGA.B3.3926,TCGA.B3.4103,TCGA.B3.4104,TCGA.B3.8121,TCGA.B3.A6W5,TCGA.B9.4113,TCGA.B9.4115,TCGA.B9.7268,TCGA.B9.A5W7,TCGA.B9.A5W8,TCGA.B9.A5W9,TCGA.BQ.5876,TCGA.BQ.5881,TCGA.BQ.5883,TCGA.BQ.5884,TCGA.BQ.5888,TCGA.BQ.5892,TCGA.BQ.7045,TCGA.BQ.7046,TCGA.BQ.7049,TCGA.BQ.7050,TCGA.BQ.7051,TCGA.BQ.7055,TCGA.BQ.7059,TCGA.BQ.7060,TCGA.BQ.7061,TCGA.BQ.7062,TCGA.DW.5560,TCGA.DW.5561,TCGA.DW.7834,TCGA.DW.7836,TCGA.DW.7837,TCGA.DW.7838,TCGA.DW.7839,TCGA.DW.7840,TCGA.DW.7841,TCGA.DW.7842,TCGA.DW.7963,TCGA.DZ.6132,TCGA.DZ.6133,TCGA.DZ.6134,TCGA.DZ.6135,TCGA.EV.5901,TCGA.EV.5902,TCGA.EV.5903,TCGA.F9.A7VF,TCGA.G7.6790,TCGA.G7.6792,TCGA.G7.6795,TCGA.G7.6796,TCGA.G7.7502,TCGA.G7.A4TM,TCGA.GL.7773,TCGA.GL.8500,TCGA.GL.A4EM,TCGA.GL.A59T,TCGA.HE.7128,TCGA.HE.7129,TCGA.HE.A5NF,TCGA.HE.A5NH,TCGA.HE.A5NI,TCGA.HE.A5NL,TCGA.IA.A40X,TCGA.IA.A83V,TCGA.IA.A83W,TCGA.IZ.8195,TCGA.IZ.8196,TCGA.IZ.A6M8,TCGA.IZ.A6M9,TCGA.J7.6720,TCGA.KV.A6GD,TCGA.KV.A6GE,TCGA.KV.A74V,TCGA.MH.A55W,TCGA.MH.A55Z,TCGA.MH.A560,TCGA.MH.A561,TCGA.MH.A562,TCGA.MH.A854,TCGA.MH.A855,TCGA.MH.A856,TCGA.MH.A857,TCGA.O9.A75Z,TCGA.P4.A5E7,TCGA.P4.A5EB,TCGA.P4.A5ED,TCGA.PJ.A5Z8,TCGA.PJ.A5Z9,TCGA.SX.A71R,TCGA.SX.A71S,TCGA.SX.A71U,TCGA.SX.A71V,TCGA.SX.A71W,TCGA.SX.A7SL,TCGA.SX.A7SN,TCGA.SX.A7SO,TCGA.SX.A7SP,TCGA.V9.A7HT,TCGA.Y8.A898
MAP7D2,5.085,4.81,5.09,2.652,11.738,11.053,6.624,5.432,8.637,3.926,2.632,2.574,5.79,7.58,6.871,6.947,4.767,6.158,4.042,5.662,2.144,6.35,6.816,7.17,9.688,4.24,6.632,3.04,8.286,2.021,7.918,4.82,4.19,8.204,6.309,0,2.425,8.556,1.321,2.61,4.792,4.358,3.98,5.455,0.671,6.819,2.604,10.593,6.712,10.666,1.114,5.77,6.611,7.139,6.781,6.531,6.467,8.606,6.931,6.182,2.952,2.935,1.439,4.078,4.445,7.621,2.983,4.307,4.512,1.772,7.777,3.305,7.006,4.692,6.002,3.307,6.738,2.735,3.909,8.639,4.631,5.492,6.76,6.773,3.614,6.261,6.434,8.618,6.605,7.146,1.563,7.924,5.957,6.696,4.758,7.597,5.809,4.662,8.698,1.892,2.182,0.992,2.961,7.198,6.327,8.265,2.366,0.626,7.258,3.462,3.568,2.659,6.476,5.379,2.525,1.605,5.59,8.35,4.515,4.522,6.913,3.946,2.255,7.003,7.632,2.979,3.487,2.746,6.842,8.206,7.71,4.629
MARCO,5.323,4.884,2.735,5.1,2.487,4.555,8.768,6.831,7.59,1.646,0,1.875,8.023,5.936,5.508,7.845,6.479,3.832,8.783,1.821,10.048,8.07,6.264,0,5.211,5.154,7.863,3.151,7.638,3.933,8.066,9.899,9.456,6.936,6.471,1.809,7.663,6.694,6.701,5.711,2.169,6.168,7.795,1.207,5.428,8.547,4.022,8.862,5.83,5.298,4.295,9.562,5.984,5.757,3.546,4.506,8.843,6.317,7.945,8.963,3.287,0.873,7.757,0,5.449,8.853,0.394,4.76,4.061,1.491,7.215,10.366,2.598,9.671,5.03,6.055,3.533,6.694,8.13,7.015,4.345,8.452,5.099,9.985,1.893,5.47,5.779,10.913,7.956,10.14,5.411,9.612,7.674,7.202,8.547,7.406,8.679,7.739,7.057,4.184,6.736,8.528,6.672,10.735,8.118,7.423,4.206,1.895,6.943,6.99,1.142,6.389,5.743,9.244,1.2,4.601,7.324,8.655,6.579,6.84,9.631,3.091,5.709,7.657,9.465,4.39,0.712,9.734,4.773,9.808,7.798,10.752
MGAM,2.185,3.643,2.826,4.075,8.945,3.866,7.191,5.025,6.06,3.017,11.492,5.936,3.307,11.329,3.839,2.791,6.758,2.811,9.22,1.598,4.217,8.017,6.675,9.158,4.452,5.767,6.094,3.821,6.26,3.348,3.114,6.147,4.918,7.264,5.413,1.809,7.682,12.189,8.207,4.594,4.281,4.114,4.133,2.714,2.791,8.184,13.243,7.369,5.869,6.484,7.628,2.933,4.503,10.177,2.986,4.859,3.435,0.943,10.29,6.772,3.287,4.525,5.481,2.314,9.41,4.978,1.677,5.25,4.304,2.875,5.923,4.255,8.106,6.705,3.624,3.27,1.56,3.779,4.507,10.403,2.716,6.51,7.58,6.099,4.815,4.745,5.464,7.116,8.124,7.009,1.883,7.387,5.556,6.2,3.233,11.608,8.427,3.683,1.987,2.684,1.818,4.444,10.243,7.218,7.459,9.705,8.638,6.972,4.832,1.972,5.07,3.798,10.494,5.052,8.344,3.683,2.642,9.368,2.566,6.37,5.112,3.289,3.03,7.779,8.337,5.06,2.272,5.378,11.658,4.536,11.232,4.746
MGC29506,9.56,2.793,2.42,5.258,5.987,4.531,4.113,3.66,3.739,2.739,2.837,1.539,3.086,5.765,1.623,4.586,4.45,3.489,2.15,2.824,4.723,3.679,2.411,3.47,5.301,6.264,2.806,4.227,5.063,8.403,1.454,8.463,4.373,2.926,3.179,4.436,9.179,3.124,5.689,2.44,3.353,2.813,5.54,3.975,0.671,6.359,4.371,5.553,9.529,3.939,6.557,3.787,11.472,3.527,1.129,1.1,5.87,3.067,4.19,5.259,3.383,3.751,1.998,2.062,4.958,5.22,1.361,3.642,4.629,0.93,7.505,6.351,1.617,8.103,11.006,9.439,2.652,8.083,3.768,5.471,2.347,3.849,7.718,6.747,8.322,7.481,3.657,9.069,3.653,8.744,1.438,5.69,0,3.604,3.852,3.008,8.2,8.596,1.987,0,4.441,3.792,7.211,8.882,4.505,3.967,3.997,4.473,0.713,9.188,5.742,5.718,7.046,8.956,4.705,2.093,4.131,2.367,8.165,4.226,2.899,4.353,2.007,4.267,2.962,3.78,0.712,2.876,2.026,3.747,5.257,2.376
MIOX,2.185,9.778,12.903,7.678,0.596,0,9.777,9.578,10.392,8.278,7.75,9.805,13.123,12.575,8.778,14.01,10.195,10.098,13.076,12.108,11.718,11.116,11.444,9.479,12.237,8.225,11.511,11.43,7.611,9.798,12.019,12.585,9.129,4.182,9.949,7.128,7.236,10.97,10.208,9.441,10.499,11.724,11.398,9.172,11.573,14.593,9.934,7.076,5.775,13.194,9.581,12.731,5.52,12.534,9.732,5.07,11.188,13.299,8.948,11.518,11.074,11.289,10.515,9.28,12.003,10.97,1.174,11.608,11.79,8.416,13.84,7.939,10.184,12.383,9.98,6.881,8.283,8.667,9.453,14.427,9.132,14.183,11.007,7.734,10.5,6.285,10.28,12.367,10.697,11.857,8.145,12.581,9.486,14.015,12.807,13.579,9.888,10.433,10.606,8.775,12.748,9.769,10.266,11.108,12.111,14.09,10.527,11.723,15.449,9.596,12.131,9.865,13.029,7.393,10.69,8.972,8.028,13.706,3.364,7.916,10.356,12.415,8.807,9.378,11.882,10.282,10.131,9.115,14.204,11.145,9.696,11.237
MME,9.583,6.736,7.932,6.203,9.063,5.944,10.206,10.875,8.743,6.875,6.863,10.548,9.732,12.692,8.824,10.372,9.875,9.54,11.383,11.34,6.689,8.955,10.216,10.458,11.221,6.228,10.408,5.742,7.777,4.642,10.682,10.28,7.854,3.585,11.271,5.726,7.705,9.717,5.149,5.29,8.517,9.494,9.428,8.722,11.758,10.901,7.323,10.454,4.282,12.129,6.709,10.401,5.568,11.012,11.432,3.763,8.323,9.671,11.792,9.36,7.713,8.179,7.936,7.991,10.053,9.67,1.528,7.01,7.835,0.681,10.562,6.989,11.626,10.146,9.101,2.844,7.418,6.164,7.63,11.88,5.462,8.549,9.25,9.342,6.26,5.079,8.603,8.944,9.573,9.826,5.118,10.228,5.862,9.935,9.124,9.855,7.923,6.172,7.772,1.892,6.554,4.938,7.832,9.742,10.261,12.922,7.449,6.026,7.937,6.083,7.825,6.514,9.239,5.431,3.062,0.861,3.666,11.672,5.569,9.006,10.161,8.109,2.467,8.605,9.98,4.437,5.93,7.417,12.807,9.404,9.819,8.262
MMP9,8.559,6.503,5.734,4.832,6.734,7.912,9.003,6.11,6.92,3.542,4.35,0.817,9.795,6.587,8.062,10.143,6.71,4.78,7.32,2.923,4.492,11.4,7.436,3.47,4.889,7.018,9.555,4.067,6.326,7.304,6.825,12.574,8.177,4.074,8.897,9.076,10.729,6.877,6.953,7.495,4.184,10.918,8.362,2.977,5.542,10.748,3.935,7.233,9.536,6.095,6.676,10.35,7.136,5.912,4.418,4.27,11.164,7.36,7.062,9.285,3.184,5.231,9.22,3.691,6.604,10.973,4.166,5.169,7.073,1.894,8.666,12.969,2.152,9.92,4.017,9.044,7.611,7.433,8.818,9.231,5.718,5.165,7.75,13.808,6.267,7.825,8.342,10.817,8.994,9.315,7.735,10.235,7.622,8.601,10.552,4.586,9.194,5.191,9.606,1.705,12.045,10.129,7.564,11.736,8.305,6.816,6.491,4.02,7.092,4.703,5.352,10.059,8.288,8.487,4.606,2.657,6.255,5.669,4.647,8.146,11.734,8.333,5.204,7.356,8.271,6.516,1.187,8.846,3.634,7.623,9.746,10.768
MOGAT3,0,2.713,5.28,2.312,0,0.829,6.897,5.919,6.972,4.877,0,7.549,6.469,6.696,3.708,5.88,4.095,5.43,8.07,2.601,6.597,3.827,8.06,6.853,4.559,2.985,7.541,7.958,1.287,2.192,1.031,5.032,1.793,0,4.845,0,2.692,5.411,4.218,6.511,6.795,5.296,4.399,0.408,4.693,5.53,0,0,0,8.257,2.997,2.111,0,0.525,5.046,0,3.099,5.232,5.235,6.397,5.396,8.107,4.932,4.868,7.338,4.939,1.528,6.631,7.867,2.385,4.421,0.709,8.135,5.799,3.767,0.579,5.02,2.948,4.212,6.752,1.691,2.995,4.255,6.84,6.708,0,3.994,1.573,2.971,5.644,2.616,2.975,5.135,8.462,5.943,5.541,1.653,5.167,2.522,2.207,1.595,1.312,5.036,5.573,9.137,9.177,4.33,5.308,1.544,0.876,7.229,6.1,4.417,0.821,0,1.605,0,4.799,0,1.721,5.313,8.126,4.312,2.015,2.467,3.041,2.61,4.455,0,4.921,5.026,5.08
MSLN,3.187,8.053,7.637,8.751,6.29,0.473,9.075,10.598,11.58,12.03,2.394,12.593,10.213,7.289,10.662,7.065,8.23,8.732,10.406,6.619,10.846,11.254,4.374,12.226,3.599,11.424,7.314,10.871,5.685,9.657,0.762,1.314,7.654,2.176,9.248,0.701,5.77,11.829,7.226,7.667,9.6,9.887,8.498,4.062,0.671,9.598,3.521,4.147,4.116,3.367,6.123,8.492,2.846,1.861,9.436,1.717,9.584,6.509,0.855,10.46,2.127,12.192,11.147,8.615,10.772,8.528,5.853,9.413,8.142,9.642,8.666,7.888,10.863,9.285,9.755,5.173,10.695,10.965,5.2,8.799,3.557,7.956,8.185,11.768,12.772,0.907,10.462,4.548,6.868,11.22,9.422,2.975,8.773,12.073,10.721,0,7.17,6.534,1.987,8,5.015,13.088,9.985,8.181,11.602,11.075,12.139,5.048,7.623,10.043,10.626,10.958,2.454,7.997,1.448,7.861,8.601,10.781,7.554,5.924,10.58,9.196,8.42,11.488,9.932,10.344,14.648,11.272,2.746,10.138,11.287,11.112
MST1P9,3.719,4.92,3.212,9.014,8.749,2.5,4.631,8.378,7.102,9.068,11.073,4.77,6.316,4.718,7.901,2.791,5.977,12.368,7.836,4.51,7.953,8.375,8.635,9.651,5.649,9.956,7.93,10.311,7.406,10.445,4.797,2.16,5.261,9.975,6.748,9.143,5.665,7.875,7.07,7.878,9.339,8.606,4.933,5.781,9.34,4.96,8.242,2.372,10.906,3.598,3.904,7.648,7.305,3.633,4.718,4.506,4.062,3.217,5.373,4.703,10.486,6.654,7.117,5.707,7.613,4.615,9.956,9.899,9.295,11.907,6.525,6.612,8.595,7.045,4.269,9.098,9.469,4.45,9.191,7.283,6.592,7.049,6.43,6.633,10.204,6.01,3.453,3.529,8.042,5.529,5.844,5.641,7.902,8.724,5.903,9.091,4.238,6.93,3.545,5.125,3.599,10.271,6.38,7.859,9.09,10.914,5.738,9.609,2.452,8.6,9.625,8.726,5.732,6.631,10.613,10.196,6.958,3.534,10.268,5.844,8.902,8.093,4.418,6.479,4.644,7.879,7.13,9.337,4.75,6.969,8.409,9.617
MT1G,2.924,0.8,5.343,5.354,5.509,3.904,4.478,2.209,5.212,1.275,6.206,5.157,5.493,8.742,6.917,5.928,5.514,2.93,1.719,6.527,5.197,8.908,2.569,6.909,9.573,3.261,3.478,3.254,9.09,3.485,5.014,7.371,7.367,4.729,5.992,1.525,6.834,6.22,3.208,6.166,3.162,5.579,3.867,2.202,3.81,5.937,4.807,4.341,3.826,10.098,7.088,4.88,3.363,9.485,1.129,4.611,6.623,6.294,5.49,3.238,1.231,3.795,7.561,6.8,6.758,5.522,2.8,4.788,3.236,0.93,6.163,3.672,3.817,8.05,1.838,2.892,4.027,5.9,6.152,7.65,1.08,3.679,2.773,7.679,3.419,3.349,18.283,4.127,5.447,6.579,3.777,2.148,4.382,4.796,4.665,4.236,5.88,4.472,3.812,0.929,5.63,4.739,5.338,6.798,4.083,5.053,2.113,3.635,7.252,2.25,4.784,7.599,3.633,5.888,7.573,1.948,5.107,4.676,5.032,7.466,7.367,5.07,1.865,7.037,4.793,5.28,3.783,5.215,5.698,2.759,9.409,8.494
MUC12,3.105,1.512,6.536,6.66,5.318,0,4.604,5.458,4.961,5.601,0,6.507,8.343,2.534,5.888,4.125,8.481,8.275,6.125,0,10.175,9.151,8.077,7.65,6.088,6.364,6.392,7.541,4.075,7.823,0.762,7.202,5.537,0.526,5.335,1.171,4.582,7.48,8.368,7.99,5.661,8.089,3.466,3.748,5.824,4.706,0.966,4.341,5.378,3.869,5.997,4.057,1.891,1.861,3.364,0,6.871,4.258,3.096,5.713,8.398,9.431,8.554,6.478,8.737,4.162,3.919,8.985,8.199,5.373,6.449,4.477,7.862,8.544,3.624,4.778,3.696,7.926,5.254,8.63,5.211,7.978,2.645,8.415,8.649,5.553,3.082,1.573,5.968,5.68,7.224,5.369,5.481,8.869,7.925,0.555,5.569,7.409,1.753,7.231,7.527,9.758,6.312,7.247,9.693,7.006,6.336,7.889,4.379,4.976,10.391,9.862,1.945,4.277,0,8.242,6.434,2.469,4.515,3.917,7.422,8.512,5.014,8.324,5.836,8.345,5.04,8.949,1.212,6.021,6.375,8.142
MUC13,2.475,3.599,7.505,4.647,5.476,10.34,6.906,9.402,6.835,6.197,0.96,6.419,7.264,9.139,5.996,8.439,7.519,6.549,8.246,2.185,7.307,8.367,2.842,5.2,4.954,2.75,7.96,6.101,7.648,3.727,6.553,4.918,7.06,1.864,7.75,0,5.233,8.648,7.341,8.358,5.279,5.309,5.744,1.399,0,10.034,1.539,4.791,3.238,5.203,7.305,9.108,5.254,6.126,8.304,0,9.974,10.17,6.282,7.297,5.059,5.48,7.011,4.207,8.115,8.926,0.394,6.875,7.514,6.162,9.514,5.915,5.101,9.661,8.276,4.804,1.417,7.907,6.326,6.181,7.271,5.099,6.103,6.535,7.671,2.644,1.166,4.548,8.661,8.132,5.88,7.722,7.298,6.326,7.538,0.555,7.657,7.316,2.188,1.892,8.155,3.155,6.919,6.711,6.601,6.75,5.133,3.502,3.85,6.365,6.186,5.285,4.669,4.489,0.899,6.972,3.045,8.605,3.704,4.901,6.319,4.439,4.54,7.165,7.362,4.984,2.61,5.779,5.474,7.898,7.703,7.26
MUM1L1,1.01,1.689,3.622,1.639,0.596,7.411,1.98,3.131,6.192,1.941,2.739,2.478,6.945,6.566,6.254,5.267,6.056,2.205,4.972,7.281,6.368,6.215,0,5.76,1.748,4.649,4.952,6.001,3.877,3.418,7.457,7.09,2.177,1.214,6.441,2.046,3.438,7.129,7.314,0.749,2.36,6.434,0.67,5.284,3.019,5.232,0.398,10.103,0,3.367,0,5.991,5.614,7.76,0.672,0,6.463,6.139,8.029,6.214,2.676,5.309,6.064,3.502,6.743,4.094,0,1.627,5.791,4.976,4.871,4.456,5.726,7.161,6.251,3.508,6.528,4.45,1.634,7.163,6.139,6.519,4.571,7.106,5.829,2.022,5.53,6.828,6.881,6.956,1.563,6.588,5.781,4.737,6.424,6.882,5.982,7.097,6.208,5.144,5.015,7.62,4.527,5.232,5.883,6.705,4.33,6.279,1.544,4.558,5.658,1.713,7.406,5.352,4.775,1.397,6.784,5.959,0.629,3.564,6.669,1.526,2.891,5.927,6.19,5.976,7.355,0,9.073,2.556,6.616,6.636
NAT8B,4.411,4.017,7.605,3.158,1.342,0.473,7.173,3.437,3.072,3.542,1.94,6.946,6.641,7.177,6.472,7.359,8.687,8.277,9.111,1.821,7.451,7.51,6.547,6.818,6.766,2.468,7.058,7.644,7.552,6.911,6.431,6.742,8.064,3.637,6.012,5.638,6.057,8.171,6.747,6.548,4.024,7.716,5.165,3.85,6.135,8.236,0.966,7.604,1.039,9.191,2.168,7.022,1.891,8.951,5.668,0,6.885,7.097,5.599,4.747,3.287,7.596,5.969,3.502,7.517,5.876,2.864,6.462,6.189,4.112,6.709,3.351,7.784,7.981,4.874,1.449,3.787,3.816,6.222,9.478,2.237,8.186,8.165,7.415,4.322,2.022,6.771,6.415,7.673,4.24,7.327,7.248,6.114,7.18,7.258,8.216,8.531,4.346,5.169,4.968,8.515,3.843,7.664,7.198,9.122,11.447,6.865,8.925,6.219,4.337,7.636,3.717,7.214,2.67,1.448,4.276,2.732,8.469,3.763,4.416,10.096,7.961,5.761,6.866,5.614,8.46,3.004,5.504,6.768,4.642,6.076,7.854
NAT8,5.589,10.572,12.597,7.107,3.554,5.78,10.639,10.75,8.652,6.918,6.721,12.813,12.183,13.344,9.456,13.496,13.603,13.622,14.456,9.114,11.144,11.681,11.854,10.383,13.354,7.306,12.527,10.831,12.705,9.167,13.12,13.631,11.497,10.048,9.685,5.743,10.921,13.56,10.165,12.215,8.177,12.943,12.181,9.083,12.117,14.699,3.964,12.631,7.205,14.296,7.669,10.992,4.551,14.139,10.452,3.422,12.751,13.509,12.686,9.168,6.926,12.335,10.344,6.14,13.251,11.998,4.441,11.226,11.323,7.328,12.929,8.895,13.335,13.043,11.368,4.778,7.288,7.125,10.392,13.092,7.305,12.98,14.119,12.541,8.086,6.431,12.411,12.973,11.671,10.984,10.462,13.558,10.357,13.359,12.055,13.12,13.193,11.754,9.896,7.795,13.581,6.028,11.755,13.541,14.294,16.504,11.379,12.499,13.971,7.651,12.037,8.85,12.798,8.65,2.818,7.413,6.876,14.244,3.019,10.422,13.553,11.931,7.002,11.938,10.56,12.555,7.559,9.426,14.224,12.138,13.162,13.185
NEFL,3.603,10.858,8.766,11.409,10.241,8.547,10.102,9.914,14.963,11.021,11.465,4.379,12.888,14.352,9.507,12.529,10.794,3.891,5.88,12.487,4.696,8.341,8.509,10.183,11.867,12.148,11.589,5.313,11.211,9.368,14.604,6.82,7.352,10.394,10.983,1.171,8.136,9.208,6.975,4.748,11.783,7.833,11.939,13.919,12.326,12.719,11.215,10.636,12.552,12.992,11.716,11.667,12.893,12.561,4.186,7.392,8.562,13.125,10.768,11.749,9.759,8.128,9.919,9.067,9.041,12.011,7.749,3.701,8.335,9.098,12.636,9.577,4.423,13.228,10.746,10.471,12.852,9.357,6.094,9.022,11.657,6.476,10.311,9.764,8.701,12.977,9.148,16.125,7.965,12.378,9.48,14.002,8.504,8.071,10.506,12.319,9.96,11.371,12.638,8.03,11.726,11.304,4.678,10.566,6.419,6.004,7.832,4.845,14.712,11.035,5.494,12.992,12.566,11.739,10.329,9.143,11.142,12.109,7.468,11.815,11.823,9.752,10.125,8.498,12.675,10.794,11.788,10.71,3.582,12.258,9.911,9.657
NEFM,2.301,2.266,6.756,7.95,3.142,0.829,5.84,5.477,11.655,6.426,1.532,4.003,9.558,12.816,3.097,9.43,6.665,2.539,0.981,11.636,2.779,3.495,7.685,4.404,3.096,6.317,6.936,2.789,7.734,5.258,13.085,8.542,3.74,4.974,6.575,2.046,5.326,4.92,4.09,2.307,5.934,3.541,4.17,9.486,9.651,9.923,2.194,10.247,5.759,7.653,8.286,10.137,10.819,7.459,3.118,2.965,7.449,9.746,10.715,7.008,6.896,4.539,5.136,5.974,5.331,9.519,3.08,1.877,6.277,4.88,11.205,7.137,0.719,10.829,7.17,7.549,7.362,6.147,2.319,6.691,8.272,3.178,9.164,6.294,6.153,10.961,1.651,13.36,3.216,9.78,2.67,9.694,5.383,1.24,4.53,7.134,7.872,8.28,6.368,4.819,6.176,6.656,4.167,3.621,4.17,4.507,3.351,2.092,11.703,7.673,3.708,9.525,9.682,10.078,3.204,5.986,7.234,9.509,0.629,5.857,6.6,4.779,4.744,5.689,5.825,5.967,4.18,7.52,4.57,10.215,7.583,5.157
NLRP2,12.965,9.549,1.454,5.258,8.798,9.664,9.2,8.879,1.312,3.354,1.274,2.974,7.994,7.489,8.785,3.527,4.044,2.811,3.991,1.01,1.302,3.469,1.794,7.541,2.952,7.11,1.913,1.859,8.813,8.932,2.271,6.858,2.386,0.526,3.553,11.256,5.784,2.704,3.999,2.688,7.907,1.274,8.92,1.399,0,4.348,0.398,7.417,9.222,3.834,2.168,2.636,2.922,2.025,0.481,2.148,8.02,0.691,3.559,8.803,7.768,3.958,2.278,0,3.364,2.469,2.155,2.047,5.164,0.681,3.584,8.375,9.089,3.452,2.791,4.554,0.354,0,9.388,2.423,3.197,8.577,8.405,0.985,8.697,2.644,1.166,2.793,3.591,3.693,1.563,1.441,2.313,0,2.125,8.595,5.083,9.151,0,6.757,1.331,3.155,2.135,7.312,4.418,2.374,8.502,3.431,9.749,0.503,8.802,1.333,4.737,9.09,0.518,7.751,7.495,0.812,4.209,4.901,9.474,2.43,2.815,3.105,9.165,5.67,8.296,8.657,2.648,8.612,9.408,8.469
NNMT,10.654,12.499,8.422,13.029,15.386,14.483,12.1,13.244,13.188,12.92,10.119,12.124,8.615,11.252,9.564,12.93,10.945,9.663,11.518,7.385,13.847,12.879,11.497,7.302,15.234,9.529,13.013,11.05,16.083,12.212,11.232,14.123,12.257,13.467,9.564,8.005,12.996,12.112,11.408,13.773,4.5,7.232,14.206,9.789,5.715,12.178,9.464,6.804,16.242,12.038,14.104,12.688,14.603,11.027,7.219,11.089,13.395,11.076,9.459,11.339,8.265,9.097,13.97,11.64,13.427,14.861,11.644,10.148,12.028,10.484,13.303,12.396,4.151,11.262,12.803,13.454,10.917,12.499,13.529,11.294,13.651,11.231,15.089,12.017,12.586,13.537,8.762,12.242,14.105,12.027,11.389,12.028,12.393,12.575,11.585,11.329,14.099,15.08,12.189,9.499,13.74,14.933,12.334,14.782,12.852,10.095,10.676,12.767,8.584,13.452,12.47,14.756,12.906,14.661,7.509,12.832,13.713,9.446,15.457,13.752,9.326,11.525,10.018,12.151,11.593,12.713,13.268,12.822,6.933,12.896,13.579,13.822
NRK,2.924,0,0.521,7.495,2.487,10.423,2.962,0,0,1.941,2.258,1.336,1.741,2.695,3.921,1.212,7.64,2.93,2.978,9.2,4.899,3.422,2.233,7.152,0.743,2.896,2.898,5.67,1.661,7.753,1.031,1.798,2.48,5.761,4.461,3.461,4.25,2.858,3.475,1.015,6.206,0,1.472,9.866,3.216,2.898,4.688,9.652,1.636,2.196,1.114,2.397,3.517,10.763,1.129,8.533,0.88,2.488,2.953,5.207,9.001,4.72,6.932,3.095,5.032,0,9.918,1.852,5.781,4.487,0,3.305,5.001,3.381,3.593,6.287,3.136,4.403,6.796,2.77,2.119,5.881,1.738,3.295,3.365,4.276,2.364,3.258,4.24,3.116,0,2.808,3.934,1.692,2.379,9.923,4.394,2.725,8.013,5.068,1.331,0,4.725,3.861,2.036,0.504,0.873,6.432,4.985,6.211,3.568,5.168,8.115,2.981,9.996,1.397,4.483,9.653,0,8.46,8.159,0,7.29,4.189,2.58,1.444,0,2.264,10.776,1.473,1.529,3.52
NRXN3,3.105,9.78,6.784,6.947,8.709,6.131,3.194,2.5,3.984,10.714,3.925,5.833,5.973,5.529,7.362,0,5.605,10.064,2.325,6.332,5.887,9.472,7.749,6.709,3.639,8.327,4.793,11.189,5.292,6.094,3.329,3.942,10.184,5.83,8.956,9.13,8.023,8.523,7.583,5.059,10.579,9.516,6.933,9.978,3.543,5.97,3.81,3.329,4.565,7.1,3.366,9.032,7.291,4.434,3.218,7.362,6.064,3.766,4.938,9.692,9.637,6.204,9.142,10.572,9.117,5.926,2.049,5.968,9.7,10.025,6.5,4.076,5.675,4.934,9.061,3.307,10.642,6.37,8.297,4.925,7.319,8.02,4.164,3.744,8.179,5.204,7.513,4.18,5.026,8.54,8.123,4.249,8.586,9.235,8.586,3.672,6.608,4.861,5.145,7.011,4.569,9.646,8.704,6.289,7.139,5.666,6.581,9.172,3.85,5.139,8.707,2.823,6.262,6.717,3.062,7.461,3.955,7.34,2.566,4.901,3.659,9.204,2.467,8.731,5.68,7.35,11.125,7.198,6.628,6.488,7.095,6.43
NTRK2,7.804,6.906,3.721,6.284,10.225,8.363,6.679,6.411,6.568,4.383,9.145,9.736,5.662,10.806,5.295,5.026,5.848,5.862,5.168,6.626,2.296,6.49,9.609,5.008,9.487,5.662,5.73,4.803,9.055,3.485,12.488,9.693,9.837,11.873,9.175,6.032,10.391,8.589,4.218,3.835,4.458,7.183,9.634,6.157,13.611,5.832,10.348,11.848,8.389,11.228,4.531,9.563,9.257,11.607,8.671,7.14,5.842,5.52,7.225,5.675,2.676,3.4,5.638,5.739,6.85,5.896,4.561,3.812,4.247,3.372,7.088,6.469,10.941,7.545,6.336,3.984,6.973,7.644,6.814,11.687,10.104,4.557,9.6,5.514,4.404,8.349,2.852,8.536,7.647,5.115,5.916,8.263,4.998,4.237,6.074,6.977,5.674,7.217,6.402,4.718,6.004,3.509,3.986,8.505,7.162,8.804,9.365,5.833,8.873,6.001,2.385,9.37,9.229,5.24,2.63,3.32,9.654,9.461,8.162,7.225,7.639,7.188,4.493,7.144,6.398,10.537,10.307,5.19,10.28,9.337,8.651,3.762
